raw	safe
CD3E_TH1 Cytoplasm	CD3E_TH1_Cytoplasm
CD3E_TH1 Default	CD3E_TH1_Default
CD3E_TH17 Cytoplasm	CD3E_TH17_Cytoplasm
CD3E_TH17 Default	CD3E_TH17_Default
CD3E_TREG Cytoplasm	CD3E_TREG_Cytoplasm
CD3E_TREG Default	CD3E_TREG_Default
CD3G_TFH Cytoplasm	CD3G_TFH_Cytoplasm
CD3G_TFH Default	CD3G_TFH_Default
CD3G_TH1 Cytoplasm	CD3G_TH1_Cytoplasm
CD3G_TH1 Default	CD3G_TH1_Default
CD3G_TH17 Cytoplasm	CD3G_TH17_Cytoplasm
CD3G_TH17 Default	CD3G_TH17_Default
CD3G_TREG Cytoplasm	CD3G_TREG_Cytoplasm
CD3G_TREG Default	CD3G_TREG_Default
CD40LG	CD40LG
CD40LG/CD40_complex_BCELL Cytoplasm	CD40LG_CD40_complex_BCELL_Cytoplasm
CD40LG/CD40_complex_M1 Cytoplasm	CD40LG_CD40_complex_M1_Cytoplasm
CD40LG/CD40_complex_M2 Cytoplasm	CD40LG_CD40_complex_M2_Cytoplasm
CD40LG/CD40_complex_PDC Cytoplasm	CD40LG_CD40_complex_PDC_Cytoplasm
CD40LG/CD40_complex_PLASMA Cytoplasm	CD40LG_CD40_complex_PLASMA_Cytoplasm
CD40LG/CD40_complex_SGEC Cytoplasm	CD40LG_CD40_complex_SGEC_Cytoplasm
CD40LG/CD40_complex_TFH Cytoplasm	CD40LG_CD40_complex_TFH_Cytoplasm
CD40LG/CD40_complex_TH1 Cytoplasm	CD40LG_CD40_complex_TH1_Cytoplasm
CD40LG/CD40_complex_TH17 Cytoplasm	CD40LG_CD40_complex_TH17_Cytoplasm
CD40LG/CD40_complex_TREG Cytoplasm	CD40LG_CD40_complex_TREG_Cytoplasm
CD40LG_CD40_complex_Extracellular	CD40LG_CD40_complex_Extracellular
CD40LG_CD40_complex_Extracellular_1	CD40LG_CD40_complex_Extracellular_1
CD40LG_CD40_complex_Extracellular_10	CD40LG_CD40_complex_Extracellular_10
CD40LG_CD40_complex_Extracellular_11	CD40LG_CD40_complex_Extracellular_11
CD40LG_CD40_complex_Extracellular_12	CD40LG_CD40_complex_Extracellular_12
CD40LG_CD40_complex_Extracellular_13	CD40LG_CD40_complex_Extracellular_13
CD40LG_CD40_complex_Extracellular_14	CD40LG_CD40_complex_Extracellular_14
CD40LG_CD40_complex_Extracellular_2	CD40LG_CD40_complex_Extracellular_2
CD40LG_CD40_complex_Extracellular_3	CD40LG_CD40_complex_Extracellular_3
CD40LG_CD40_complex_Extracellular_4	CD40LG_CD40_complex_Extracellular_4
CD40LG_CD40_complex_Extracellular_5	CD40LG_CD40_complex_Extracellular_5
CD40LG_CD40_complex_Extracellular_6	CD40LG_CD40_complex_Extracellular_6
CD40LG_CD40_complex_Extracellular_7	CD40LG_CD40_complex_Extracellular_7
CD40LG_CD40_complex_Extracellular_8	CD40LG_CD40_complex_Extracellular_8
CD40LG_CD40_complex_Extracellular_9	CD40LG_CD40_complex_Extracellular_9
CD40_BCELL Cytoplasm	CD40_BCELL_Cytoplasm
CD40_BCELL Cytoplasm_1	CD40_BCELL_Cytoplasm_1
CD40_M1 Cytoplasm	CD40_M1_Cytoplasm
CD40_M1 Cytoplasm_1	CD40_M1_Cytoplasm_1
CD40_M2 Cytoplasm	CD40_M2_Cytoplasm
CD40_M2 Cytoplasm_1	CD40_M2_Cytoplasm_1
CD40_PDC Cytoplasm	CD40_PDC_Cytoplasm
CD40_PDC Cytoplasm_1	CD40_PDC_Cytoplasm_1
CD40_SGEC Cytoplasm	CD40_SGEC_Cytoplasm
CD40_SGEC Cytoplasm_1	CD40_SGEC_Cytoplasm_1
CD40_gene_BCELL Nucleus	CD40_gene_BCELL_Nucleus
CD40_gene_M1 Nucleus	CD40_gene_M1_Nucleus
CD40_gene_M2 Nucleus	CD40_gene_M2_Nucleus
CD40_gene_PDC Nucleus	CD40_gene_PDC_Nucleus
CD40_gene_SGEC Nucleus	CD40_gene_SGEC_Nucleus
CD40_rna_BCELL Nucleus	CD40_rna_BCELL_Nucleus
CD40_rna_M1 Nucleus	CD40_rna_M1_Nucleus
CD40_rna_M2 Nucleus	CD40_rna_M2_Nucleus
CD40_rna_PDC Nucleus	CD40_rna_PDC_Nucleus
CD40_rna_SGEC Nucleus	CD40_rna_SGEC_Nucleus
CD4_TFH Cytoplasm	CD4_TFH_Cytoplasm
CD4_TFH Cytoplasm_1	CD4_TFH_Cytoplasm_1
CD4_TH1 Cytoplasm	CD4_TH1_Cytoplasm
CD4_TH1 Cytoplasm_1	CD4_TH1_Cytoplasm_1
CD4_TH17 Cytoplasm	CD4_TH17_Cytoplasm
CD4_TH17 Cytoplasm_1	CD4_TH17_Cytoplasm_1
CD4_TREG Cytoplasm	CD4_TREG_Cytoplasm
CD4_TREG Cytoplasm_1	CD4_TREG_Cytoplasm_1
CD70_space_homotrimer_BCELL Cytoplasm	CD70_space_homotrimer_BCELL_Cytoplasm
CD70_space_homotrimer_BCELL Cytoplasm_1	CD70_space_homotrimer_BCELL_Cytoplasm_1
CD70_space_homotrimer_TFH Cytoplasm	CD70_space_homotrimer_TFH_Cytoplasm
CD70_space_homotrimer_TFH Cytoplasm_1	CD70_space_homotrimer_TFH_Cytoplasm_1
CD70_space_homotrimer_TH1 Cytoplasm	CD70_space_homotrimer_TH1_Cytoplasm
CD70_space_homotrimer_TH1 Cytoplasm_1	CD70_space_homotrimer_TH1_Cytoplasm_1
CD70_space_homotrimer_TH17 Cytoplasm	CD70_space_homotrimer_TH17_Cytoplasm
CD70_space_homotrimer_TH17 Cytoplasm_1	CD70_space_homotrimer_TH17_Cytoplasm_1
CD70_space_homotrimer_TREG Cytoplasm	CD70_space_homotrimer_TREG_Cytoplasm
CD70_space_homotrimer_TREG Cytoplasm_1	CD70_space_homotrimer_TREG_Cytoplasm_1
CD72	CD72
CD79A_BCELL Cytoplasm	CD79A_BCELL_Cytoplasm
CD79A_BCELL Cytoplasm_1	CD79A_BCELL_Cytoplasm_1
CD79A_PLASMA Cytoplasm	CD79A_PLASMA_Cytoplasm
CD79A_PLASMA Cytoplasm_1	CD79A_PLASMA_Cytoplasm_1
CD79B_BCELL Cytoplasm	CD79B_BCELL_Cytoplasm
CD79B_BCELL Cytoplasm_1	CD79B_BCELL_Cytoplasm_1
CD79B_PLASMA Cytoplasm	CD79B_PLASMA_Cytoplasm
CD79B_PLASMA Cytoplasm_1	CD79B_PLASMA_Cytoplasm_1
CD80	CD80
CD80,86_BCELL Cytoplasm	CD80_86_BCELL_Cytoplasm
CD80,86_M1 Cytoplasm	CD80_86_M1_Cytoplasm
CD80,86_M2 Cytoplasm	CD80_86_M2_Cytoplasm
CD80,86_PDC Cytoplasm	CD80_86_PDC_Cytoplasm
CD80,86_SGEC Cytoplasm	CD80_86_SGEC_Cytoplasm
CD80,86_rna_BCELL Nucleus	CD80_86_rna_BCELL_Nucleus
CD80,86_rna_M1 Nucleus	CD80_86_rna_M1_Nucleus
CD80,86_rna_M2 Nucleus	CD80_86_rna_M2_Nucleus
CD80,86_rna_PDC Nucleus	CD80_86_rna_PDC_Nucleus
CD80,86_rna_SGEC Nucleus	CD80_86_rna_SGEC_Nucleus
CD80-86/CTLA4_complex	CD80_86_CTLA4_complex
CD82_rna_BCELL Nucleus	CD82_rna_BCELL_Nucleus
CD82_rna_M1 Nucleus	CD82_rna_M1_Nucleus
CD82_rna_M2 Nucleus	CD82_rna_M2_Nucleus
CD82_rna_SGEC Nucleus	CD82_rna_SGEC_Nucleus
CD82_rna_TH1 Nucleus	CD82_rna_TH1_Nucleus
CD82_rna_TH17 Nucleus	CD82_rna_TH17_Nucleus
CD86	CD86
CD8_TH1 Cytoplasm	CD8_TH1_Cytoplasm
CD8_TH1 Cytoplasm_1	CD8_TH1_Cytoplasm_1
CDKN1A_rna_BCELL Nucleus	CDKN1A_rna_BCELL_Nucleus
CDKN1A_rna_M1 Nucleus	CDKN1A_rna_M1_Nucleus
CDKN1A_rna_M2 Nucleus	CDKN1A_rna_M2_Nucleus
CDKN1A_rna_PDC Nucleus	CDKN1A_rna_PDC_Nucleus
CDKN1A_rna_PLASMA Nucleus	CDKN1A_rna_PLASMA_Nucleus
CDKN1A_rna_SGEC Nucleus	CDKN1A_rna_SGEC_Nucleus
CDKN1A_rna_TFH Nucleus	CDKN1A_rna_TFH_Nucleus
CDKN1A_rna_TH1 Nucleus	CDKN1A_rna_TH1_Nucleus
CDKN1A_rna_TH17 Nucleus	CDKN1A_rna_TH17_Nucleus
CDKN1A_rna_TREG Nucleus	CDKN1A_rna_TREG_Nucleus
CFLAR_BCELL Cytoplasm	CFLAR_BCELL_Cytoplasm
CFLAR_M1 Cytoplasm	CFLAR_M1_Cytoplasm
CFLAR_M2 Cytoplasm	CFLAR_M2_Cytoplasm
CFLAR_PDC Cytoplasm	CFLAR_PDC_Cytoplasm
CFLAR_PLASMA Cytoplasm	CFLAR_PLASMA_Cytoplasm
CFLAR_SGEC Cytoplasm	CFLAR_SGEC_Cytoplasm
CFLAR_TFH Cytoplasm	CFLAR_TFH_Cytoplasm
CFLAR_TH1 Cytoplasm	CFLAR_TH1_Cytoplasm
CFLAR_TH17 Cytoplasm	CFLAR_TH17_Cytoplasm
CFLAR_TREG Cytoplasm	CFLAR_TREG_Cytoplasm
CFLAR_gene_M1 Nucleus	CFLAR_gene_M1_Nucleus
CFLAR_gene_M2 Nucleus	CFLAR_gene_M2_Nucleus
CFLAR_gene_PDC Nucleus	CFLAR_gene_PDC_Nucleus
CFLAR_gene_SGEC Nucleus	CFLAR_gene_SGEC_Nucleus
CFLAR_gene_TFH Nucleus	CFLAR_gene_TFH_Nucleus
CFLAR_gene_TH1 Nucleus	CFLAR_gene_TH1_Nucleus
CFLAR_gene_TH17 Nucleus	CFLAR_gene_TH17_Nucleus
CFLAR_gene_TREG Nucleus	CFLAR_gene_TREG_Nucleus
CFLAR_rna_BCELL Nucleus	CFLAR_rna_BCELL_Nucleus
CFLAR_rna_PLASMA Nucleus	CFLAR_rna_PLASMA_Nucleus
CHUK/CHUK_complex_BCELL Cytoplasm	CHUK_CHUK_complex_BCELL_Cytoplasm
CHUK/CHUK_complex_M1 Cytoplasm	CHUK_CHUK_complex_M1_Cytoplasm
CHUK/CHUK_complex_M2 Cytoplasm	CHUK_CHUK_complex_M2_Cytoplasm
CHUK/CHUK_complex_PDC Cytoplasm	CHUK_CHUK_complex_PDC_Cytoplasm
CHUK/CHUK_complex_PLASMA Cytoplasm	CHUK_CHUK_complex_PLASMA_Cytoplasm
CHUK/CHUK_complex_SGEC Cytoplasm	CHUK_CHUK_complex_SGEC_Cytoplasm
CHUK/CHUK_complex_TFH Cytoplasm	CHUK_CHUK_complex_TFH_Cytoplasm
CHUK/CHUK_complex_TH1 Cytoplasm	CHUK_CHUK_complex_TH1_Cytoplasm
CHUK/CHUK_complex_TH17 Cytoplasm	CHUK_CHUK_complex_TH17_Cytoplasm
CHUK/CHUK_complex_TREG Cytoplasm	CHUK_CHUK_complex_TREG_Cytoplasm
CHUK/IKBKB/IKBKG_complex_BCELL Cytoplasm	CHUK_IKBKB_IKBKG_complex_BCELL_Cytoplasm
CHUK/IKBKB/IKBKG_complex_PLASMA Cytoplasm	CHUK_IKBKB_IKBKG_complex_PLASMA_Cytoplasm
CHUK_BCELL Cytoplasm	CHUK_BCELL_Cytoplasm
CHUK_BCELL Cytoplasm_1	CHUK_BCELL_Cytoplasm_1
CHUK_BCELL Cytoplasm_2	CHUK_BCELL_Cytoplasm_2
CHUK_BCELL Cytoplasm_3	CHUK_BCELL_Cytoplasm_3
CHUK_BCELL Cytoplasm_4	CHUK_BCELL_Cytoplasm_4
CHUK_BCELL Cytoplasm_5	CHUK_BCELL_Cytoplasm_5
CHUK_M1 Cytoplasm	CHUK_M1_Cytoplasm
CHUK_M1 Cytoplasm_1	CHUK_M1_Cytoplasm_1
CHUK_M1 Cytoplasm_2	CHUK_M1_Cytoplasm_2
CHUK_M1 Cytoplasm_3	CHUK_M1_Cytoplasm_3
CHUK_M1 Cytoplasm_4	CHUK_M1_Cytoplasm_4
CHUK_M1 Cytoplasm_5	CHUK_M1_Cytoplasm_5
CHUK_M2 Cytoplasm	CHUK_M2_Cytoplasm
CHUK_M2 Cytoplasm_1	CHUK_M2_Cytoplasm_1
CHUK_M2 Cytoplasm_2	CHUK_M2_Cytoplasm_2
CHUK_M2 Cytoplasm_3	CHUK_M2_Cytoplasm_3
CHUK_M2 Cytoplasm_4	CHUK_M2_Cytoplasm_4
CHUK_M2 Cytoplasm_5	CHUK_M2_Cytoplasm_5
CHUK_PDC Cytoplasm	CHUK_PDC_Cytoplasm
CHUK_PDC Cytoplasm_1	CHUK_PDC_Cytoplasm_1
CHUK_PDC Cytoplasm_2	CHUK_PDC_Cytoplasm_2
CHUK_PDC Cytoplasm_3	CHUK_PDC_Cytoplasm_3
CHUK_PDC Cytoplasm_4	CHUK_PDC_Cytoplasm_4
CHUK_PDC Cytoplasm_5	CHUK_PDC_Cytoplasm_5
CHUK_PLASMA Cytoplasm	CHUK_PLASMA_Cytoplasm
CHUK_PLASMA Cytoplasm_1	CHUK_PLASMA_Cytoplasm_1
CHUK_PLASMA Cytoplasm_2	CHUK_PLASMA_Cytoplasm_2
CHUK_PLASMA Cytoplasm_3	CHUK_PLASMA_Cytoplasm_3
CHUK_PLASMA Cytoplasm_4	CHUK_PLASMA_Cytoplasm_4
CHUK_PLASMA Cytoplasm_5	CHUK_PLASMA_Cytoplasm_5
CHUK_SGEC Cytoplasm	CHUK_SGEC_Cytoplasm
CHUK_SGEC Cytoplasm_1	CHUK_SGEC_Cytoplasm_1
CHUK_SGEC Cytoplasm_2	CHUK_SGEC_Cytoplasm_2
CHUK_SGEC Cytoplasm_3	CHUK_SGEC_Cytoplasm_3
CHUK_SGEC Cytoplasm_4	CHUK_SGEC_Cytoplasm_4
CHUK_SGEC Cytoplasm_5	CHUK_SGEC_Cytoplasm_5
CHUK_TFH Cytoplasm	CHUK_TFH_Cytoplasm
CHUK_TFH Cytoplasm_1	CHUK_TFH_Cytoplasm_1
CHUK_TFH Cytoplasm_2	CHUK_TFH_Cytoplasm_2
CHUK_TFH Cytoplasm_3	CHUK_TFH_Cytoplasm_3
CHUK_TFH Cytoplasm_4	CHUK_TFH_Cytoplasm_4
CHUK_TFH Cytoplasm_5	CHUK_TFH_Cytoplasm_5
CHUK_TH1 Cytoplasm	CHUK_TH1_Cytoplasm
CHUK_TH1 Cytoplasm_1	CHUK_TH1_Cytoplasm_1
CHUK_TH1 Cytoplasm_2	CHUK_TH1_Cytoplasm_2
CHUK_TH1 Cytoplasm_3	CHUK_TH1_Cytoplasm_3
CHUK_TH1 Cytoplasm_4	CHUK_TH1_Cytoplasm_4
CHUK_TH1 Cytoplasm_5	CHUK_TH1_Cytoplasm_5
CHUK_TH17 Cytoplasm	CHUK_TH17_Cytoplasm
CHUK_TH17 Cytoplasm_1	CHUK_TH17_Cytoplasm_1
CHUK_TH17 Cytoplasm_2	CHUK_TH17_Cytoplasm_2
CHUK_TH17 Cytoplasm_3	CHUK_TH17_Cytoplasm_3
CHUK_TH17 Cytoplasm_4	CHUK_TH17_Cytoplasm_4
CHUK_TH17 Cytoplasm_5	CHUK_TH17_Cytoplasm_5
CHUK_TREG Cytoplasm	CHUK_TREG_Cytoplasm
CHUK_TREG Cytoplasm_1	CHUK_TREG_Cytoplasm_1
CHUK_TREG Cytoplasm_2	CHUK_TREG_Cytoplasm_2
CHUK_TREG Cytoplasm_3	CHUK_TREG_Cytoplasm_3
CHUK_TREG Cytoplasm_4	CHUK_TREG_Cytoplasm_4
CHUK_TREG Cytoplasm_5	CHUK_TREG_Cytoplasm_5
CISH_BCELL Cytoplasm	CISH_BCELL_Cytoplasm
CISH_M1 Cytoplasm	CISH_M1_Cytoplasm
CISH_M2 Cytoplasm	CISH_M2_Cytoplasm
CISH_PDC Cytoplasm	CISH_PDC_Cytoplasm
CISH_PLASMA Cytoplasm	CISH_PLASMA_Cytoplasm
CISH_SGEC Cytoplasm	CISH_SGEC_Cytoplasm
CISH_TFH Cytoplasm	CISH_TFH_Cytoplasm
CISH_TH1 Cytoplasm	CISH_TH1_Cytoplasm
CISH_TH17 Cytoplasm	CISH_TH17_Cytoplasm
CISH_TREG Cytoplasm	CISH_TREG_Cytoplasm
CISH_gene_M1 Nucleus	CISH_gene_M1_Nucleus
CISH_gene_M2 Nucleus	CISH_gene_M2_Nucleus
CISH_gene_PDC Nucleus	CISH_gene_PDC_Nucleus
CISH_gene_PLASMA Nucleus	CISH_gene_PLASMA_Nucleus
CISH_gene_SGEC Nucleus	CISH_gene_SGEC_Nucleus
CISH_rna_BCELL Nucleus	CISH_rna_BCELL_Nucleus
CISH_rna_TFH Nucleus	CISH_rna_TFH_Nucleus
CISH_rna_TH1 Nucleus	CISH_rna_TH1_Nucleus
CISH_rna_TH17 Nucleus	CISH_rna_TH17_Nucleus
CISH_rna_TREG Nucleus	CISH_rna_TREG_Nucleus
CMTM6_BCELL Cytoplasm	CMTM6_BCELL_Cytoplasm
CMTM6_M1 Cytoplasm	CMTM6_M1_Cytoplasm
CMTM6_M2 Cytoplasm	CMTM6_M2_Cytoplasm
CMTM6_PDC Cytoplasm	CMTM6_PDC_Cytoplasm
CMTM6_PLASMA Cytoplasm	CMTM6_PLASMA_Cytoplasm
CMTM6_SGEC Cytoplasm	CMTM6_SGEC_Cytoplasm
CMTM6_TFH Cytoplasm	CMTM6_TFH_Cytoplasm
CMTM6_TH1 Cytoplasm	CMTM6_TH1_Cytoplasm
CMTM6_TH17 Cytoplasm	CMTM6_TH17_Cytoplasm
CMTM6_TREG Cytoplasm	CMTM6_TREG_Cytoplasm
CSF2	CSF2
CSF2_rna_M1 Nucleus	CSF2_rna_M1_Nucleus
CSF2_rna_PDC Nucleus	CSF2_rna_PDC_Nucleus
CTLA4_TREG Cytoplasm	CTLA4_TREG_Cytoplasm
CTLA4_TREG Cytoplasm_1	CTLA4_TREG_Cytoplasm_1
CX3CL1	CX3CL1
CX3CL1/CX3CR1_complex_M1 Cytoplasm	CX3CL1_CX3CR1_complex_M1_Cytoplasm
CX3CL1/CX3CR1_complex_M2 Cytoplasm	CX3CL1_CX3CR1_complex_M2_Cytoplasm
CX3CL1/CX3CR1_complex_TH1 Cytoplasm	CX3CL1_CX3CR1_complex_TH1_Cytoplasm
CX3CR1_M1 Cytoplasm	CX3CR1_M1_Cytoplasm
CX3CR1_M1 Cytoplasm_1	CX3CR1_M1_Cytoplasm_1
CX3CR1_M2 Cytoplasm	CX3CR1_M2_Cytoplasm
CX3CR1_M2 Cytoplasm_1	CX3CR1_M2_Cytoplasm_1
CX3CR1_TH1 Cytoplasm	CX3CR1_TH1_Cytoplasm
CX3CR1_TH1 Cytoplasm_1	CX3CR1_TH1_Cytoplasm_1
CXCL1/CXCR2_complex	CXCL1_CXCR2_complex
CXCL10_Extracellular	CXCL10_Extracellular
CXCL10_Secreted	CXCL10_Secreted
CXCL10_rna_M1 Nucleus	CXCL10_rna_M1_Nucleus
CXCL10_rna_PDC Nucleus	CXCL10_rna_PDC_Nucleus
CXCL10_rna_SGEC Nucleus	CXCL10_rna_SGEC_Nucleus
CXCL11_Extracellular	CXCL11_Extracellular
CXCL11_Secreted	CXCL11_Secreted
CXCL11_rna_M1 Nucleus	CXCL11_rna_M1_Nucleus
CXCL11_rna_SGEC Nucleus	CXCL11_rna_SGEC_Nucleus
CXCL12/CXCR4_complex_BCELL Cytoplasm	CXCL12_CXCR4_complex_BCELL_Cytoplasm
CXCL12/CXCR4_complex_M1 Cytoplasm	CXCL12_CXCR4_complex_M1_Cytoplasm
CXCL12/CXCR4_complex_M2 Cytoplasm	CXCL12_CXCR4_complex_M2_Cytoplasm
CXCL12/CXCR4_complex_PDC Cytoplasm	CXCL12_CXCR4_complex_PDC_Cytoplasm
CXCL12/CXCR4_complex_PLASMA Cytoplasm	CXCL12_CXCR4_complex_PLASMA_Cytoplasm
CXCL12/CXCR4_complex_SGEC Cytoplasm	CXCL12_CXCR4_complex_SGEC_Cytoplasm
CXCL12/CXCR4_complex_TFH Cytoplasm	CXCL12_CXCR4_complex_TFH_Cytoplasm
CXCL12/CXCR4_complex_TH1 Cytoplasm	CXCL12_CXCR4_complex_TH1_Cytoplasm
CXCL12/CXCR4_complex_TH17 Cytoplasm	CXCL12_CXCR4_complex_TH17_Cytoplasm
CXCL12/CXCR4_complex_TREG Cytoplasm	CXCL12_CXCR4_complex_TREG_Cytoplasm
CXCL12_Extracellular	CXCL12_Extracellular
CXCL12_Secreted	CXCL12_Secreted
CXCL12_gene	CXCL12_gene
CXCL13	CXCL13
CXCL13/CXCR5_complex	CXCL13_CXCR5_complex
CXCL16	CXCL16
CXCL16/CXCR6_complex_TH1 Cytoplasm	CXCL16_CXCR6_complex_TH1_Cytoplasm
CXCL16/CXCR6_complex_TH17 Cytoplasm	CXCL16_CXCR6_complex_TH17_Cytoplasm
CXCL1_Extracellular	CXCL1_Extracellular
CXCL1_M1 Cytoplasm	CXCL1_M1_Cytoplasm
CXCL1_SGEC Cytoplasm	CXCL1_SGEC_Cytoplasm
CXCL1_Secreted	CXCL1_Secreted
CXCL1_gene_M1 Nucleus	CXCL1_gene_M1_Nucleus
CXCL1_gene_SGEC Nucleus	CXCL1_gene_SGEC_Nucleus
CXCL2	CXCL2
CXCL2_gene_M1 Nucleus	CXCL2_gene_M1_Nucleus
CXCL2_gene_SGEC Nucleus	CXCL2_gene_SGEC_Nucleus
CXCL3	CXCL3
CXCL3_gene	CXCL3_gene
CXCL5/CXCR2_complex	CXCL5_CXCR2_complex
CXCL5_Extracellular	CXCL5_Extracellular
CXCL5_M1 Cytoplasm	CXCL5_M1_Cytoplasm
CXCL5_SGEC Cytoplasm	CXCL5_SGEC_Cytoplasm
CXCL6	CXCL6
CXCL6/CXCR1_complex	CXCL6_CXCR1_complex
CXCL6/CXCR2_complex	CXCL6_CXCR2_complex
CXCL8	CXCL8
CXCL8_gene_M1 Nucleus	CXCL8_gene_M1_Nucleus
CXCL8_gene_SGEC Nucleus	CXCL8_gene_SGEC_Nucleus
CXCL9-10-11/CXCR3_complex_M1 Cytoplasm	CXCL9_10_11_CXCR3_complex_M1_Cytoplasm
CXCL9-10-11/CXCR3_complex_PDC Cytoplasm	CXCL9_10_11_CXCR3_complex_PDC_Cytoplasm
CXCL9-10-11/CXCR3_complex_TH1 Cytoplasm	CXCL9_10_11_CXCR3_complex_TH1_Cytoplasm
CXCL9_Extracellular	CXCL9_Extracellular
CXCL9_Secreted	CXCL9_Secreted
CXCL9_rna_M1 Nucleus	CXCL9_rna_M1_Nucleus
CXCL9_rna_PDC Nucleus	CXCL9_rna_PDC_Nucleus
CXCL9_rna_SGEC Nucleus	CXCL9_rna_SGEC_Nucleus
CXCR1_M1 Cytoplasm	CXCR1_M1_Cytoplasm
CXCR1_M1 Cytoplasm_1	CXCR1_M1_Cytoplasm_1
CXCR2_M1 Cytoplasm	CXCR2_M1_Cytoplasm
CXCR2_M1 Cytoplasm_1	CXCR2_M1_Cytoplasm_1
CXCR2_M1 Cytoplasm_2	CXCR2_M1_Cytoplasm_2
CXCR2_M1 Cytoplasm_3	CXCR2_M1_Cytoplasm_3
CXCR3_M1 Cytoplasm	CXCR3_M1_Cytoplasm
CXCR3_M1 Cytoplasm_1	CXCR3_M1_Cytoplasm_1
CXCR3_PDC Cytoplasm	CXCR3_PDC_Cytoplasm
CXCR3_PDC Cytoplasm_1	CXCR3_PDC_Cytoplasm_1
CXCR3_TH1 Cytoplasm	CXCR3_TH1_Cytoplasm
CXCR3_TH1 Cytoplasm_1	CXCR3_TH1_Cytoplasm_1
CXCR4_BCELL Cytoplasm	CXCR4_BCELL_Cytoplasm
CXCR4_BCELL Cytoplasm_1	CXCR4_BCELL_Cytoplasm_1
CXCR4_M1 Cytoplasm	CXCR4_M1_Cytoplasm
CXCR4_M1 Cytoplasm_1	CXCR4_M1_Cytoplasm_1
CXCR4_M2 Cytoplasm	CXCR4_M2_Cytoplasm
CXCR4_M2 Cytoplasm_1	CXCR4_M2_Cytoplasm_1
CXCR4_PDC Cytoplasm	CXCR4_PDC_Cytoplasm
CXCR4_PDC Cytoplasm_1	CXCR4_PDC_Cytoplasm_1
CXCR4_PLASMA Cytoplasm	CXCR4_PLASMA_Cytoplasm
CXCR4_PLASMA Cytoplasm_1	CXCR4_PLASMA_Cytoplasm_1
CXCR4_SGEC Cytoplasm	CXCR4_SGEC_Cytoplasm
CXCR4_SGEC Cytoplasm_1	CXCR4_SGEC_Cytoplasm_1
CXCR4_TFH Cytoplasm	CXCR4_TFH_Cytoplasm
CXCR4_TFH Cytoplasm_1	CXCR4_TFH_Cytoplasm_1
CXCR4_TH1 Cytoplasm	CXCR4_TH1_Cytoplasm
CXCR4_TH1 Cytoplasm_1	CXCR4_TH1_Cytoplasm_1
CXCR4_TH17 Cytoplasm	CXCR4_TH17_Cytoplasm
CXCR4_TH17 Cytoplasm_1	CXCR4_TH17_Cytoplasm_1
CXCR4_TREG Cytoplasm	CXCR4_TREG_Cytoplasm
CXCR4_TREG Cytoplasm_1	CXCR4_TREG_Cytoplasm_1
CXCR5_TFH Cytoplasm	CXCR5_TFH_Cytoplasm
CXCR5_TFH Cytoplasm_1	CXCR5_TFH_Cytoplasm_1
CXCR6_TH1 Cytoplasm	CXCR6_TH1_Cytoplasm
CXCR6_TH1 Cytoplasm_1	CXCR6_TH1_Cytoplasm_1
CXCR6_TH17 Cytoplasm	CXCR6_TH17_Cytoplasm
CXCR6_TH17 Cytoplasm_1	CXCR6_TH17_Cytoplasm_1
Calmodulin/Ca2+_complex_BCELL Cytoplasm	Calmodulin_Ca2_complex_BCELL_Cytoplasm
Calmodulin/Ca2+_complex_PLASMA Cytoplasm	Calmodulin_Ca2_complex_PLASMA_Cytoplasm
Cell_Proliferation/Survival_phenotype	Cell_Proliferation_Survival_phenotype
Chemotaxis/Infiltration_phenotype	Chemotaxis_Infiltration_phenotype
CpG_DNA	CpG_DNA
CpG_DNA/TLR9_complex_PDC Cytoplasm	CpG_DNA_TLR9_complex_PDC_Cytoplasm
CpG_DNA/TLR9_complex_TREG Cytoplasm	CpG_DNA_TLR9_complex_TREG_Cytoplasm
DAG_BCELL Cytoplasm	DAG_BCELL_Cytoplasm
DAG_PLASMA Cytoplasm	DAG_PLASMA_Cytoplasm
DAXX_BCELL Cytoplasm	DAXX_BCELL_Cytoplasm
DAXX_BCELL Cytoplasm_1	DAXX_BCELL_Cytoplasm_1
DAXX_M1 Cytoplasm	DAXX_M1_Cytoplasm
DAXX_M2 Cytoplasm	DAXX_M2_Cytoplasm
DAXX_M2 Cytoplasm_1	DAXX_M2_Cytoplasm_1
DAXX_PDC Cytoplasm	DAXX_PDC_Cytoplasm
DAXX_PDC Cytoplasm_1	DAXX_PDC_Cytoplasm_1
DAXX_PLASMA Cytoplasm	DAXX_PLASMA_Cytoplasm
DAXX_PLASMA Cytoplasm_1	DAXX_PLASMA_Cytoplasm_1
DAXX_SGEC Cytoplasm	DAXX_SGEC_Cytoplasm
DAXX_TFH Cytoplasm	DAXX_TFH_Cytoplasm
DAXX_TFH Cytoplasm_1	DAXX_TFH_Cytoplasm_1
DAXX_TH1 Cytoplasm	DAXX_TH1_Cytoplasm
DAXX_TH17 Cytoplasm	DAXX_TH17_Cytoplasm
DAXX_TH17 Cytoplasm_1	DAXX_TH17_Cytoplasm_1
DAXX_TREG Cytoplasm	DAXX_TREG_Cytoplasm
DAXX_TREG Cytoplasm_1	DAXX_TREG_Cytoplasm_1
DUSP5_BCELL Cytoplasm	DUSP5_BCELL_Cytoplasm
