node_id	node_name	node_type	compartment_id	celltype	confidence	rule	evidence	plausibility_score	source
21093	FCGR1A	Protein	20513	M2	HIGH	R3	marker=FCGR1A	82	HGNC:3613; CD64 macrophage (UniProt P12314)
21094	IRF1	Protein	20513	BCELL	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
21094	IRF1	Protein	20513	M1	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
21094	IRF1	Protein	20513	M2	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
21094	IRF1	Protein	20513	PDC	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
21094	IRF1	Protein	20513	PLASMA	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
21094	IRF1	Protein	20513	SGEC	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
21094	IRF1	Protein	20513	TFH	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
21094	IRF1	Protein	20513	TH1	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
21094	IRF1	Protein	20513	TH17	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
21094	IRF1	Protein	20513	TREG	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
21095	GRB2	Protein	20513	BCELL	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	Adaptor ubiquitous
21095	GRB2	Protein	20513	M1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	Adaptor ubiquitous
21095	GRB2	Protein	20513	M2	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	Adaptor ubiquitous
21095	GRB2	Protein	20513	PDC	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	Adaptor ubiquitous
21095	GRB2	Protein	20513	PLASMA	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	Adaptor ubiquitous
21095	GRB2	Protein	20513	SGEC	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	Adaptor ubiquitous
21095	GRB2	Protein	20513	TFH	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	Adaptor ubiquitous
21095	GRB2	Protein	20513	TH1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	Adaptor ubiquitous
21095	GRB2	Protein	20513	TH17	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	Adaptor ubiquitous
21095	GRB2	Protein	20513	TREG	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	Adaptor ubiquitous
21096	BLNK	Protein	20513	BCELL	HIGH	R3	marker=BLNK	95	HGNC:14211; B cell adaptor (UniProt Q8WV28)
21097	TLR5	Protein	20513	M1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	80	InnateDB; PMID:11323673 flagellin epithelial
21097	TLR5	Protein	20513	M2	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	80	InnateDB; PMID:11323673 flagellin epithelial
21097	TLR5	Protein	20513	SGEC	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	80	InnateDB; PMID:11323673 flagellin epithelial
21098	BCR	Complex	20513	BCELL	MEDIUM	R4	R-HSA-983705	80	Reactome:R-HSA-983705 via MINERVA notes
21098	BCR	Complex	20513	PLASMA	MEDIUM	R4	R-HSA-983705	80	Reactome:R-HSA-983705 via MINERVA notes
21099	FCAMR	Protein		UNASSIGNED		R7		0	
21100	CD79A	Protein	20513	BCELL	HIGH	R3	marker=CD79A	82	HGNC:1698; BCR component (UniProt P11912)
21100	CD79A	Protein	20513	PLASMA	HIGH	R3	marker=CD79A	82	HGNC:1698; BCR component (UniProt P11912)
21101	CD79B	Protein	20513	BCELL	HIGH	R3	marker=CD79B	82	HGNC:1699; BCR component (UniProt P40259)
21101	CD79B	Protein	20513	PLASMA	HIGH	R3	marker=CD79B	82	HGNC:1699; BCR component (UniProt P40259)
21102	antigen	Simple molecule		UNASSIGNED		R7		0	
21103	PDL1/PD1	Complex	20513	TFH	LOW	R5	neighbors_vote={'TFH': 3}	53	graph propagation on SjD Map (this work); neighbors_vote=3; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21104	CD279	Protein		UNASSIGNED		R7		0	
21105	PDCD1	Protein	20513	TFH	HIGH	R3	marker=PDCD1	95	HGNC:8760; PMID:21164560 PD-1 TFH
21106	CMTM6	Protein	20513	BCELL	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	PD-L1 stabilizer PMID:28813417
21106	CMTM6	Protein	20513	M1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	PD-L1 stabilizer PMID:28813417
21106	CMTM6	Protein	20513	M2	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	PD-L1 stabilizer PMID:28813417
21106	CMTM6	Protein	20513	PDC	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	PD-L1 stabilizer PMID:28813417
21106	CMTM6	Protein	20513	PLASMA	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	PD-L1 stabilizer PMID:28813417
21106	CMTM6	Protein	20513	SGEC	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	PD-L1 stabilizer PMID:28813417
21106	CMTM6	Protein	20513	TFH	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	PD-L1 stabilizer PMID:28813417
21106	CMTM6	Protein	20513	TH1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	PD-L1 stabilizer PMID:28813417
21106	CMTM6	Protein	20513	TH17	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	PD-L1 stabilizer PMID:28813417
21106	CMTM6	Protein	20513	TREG	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	PD-L1 stabilizer PMID:28813417
21107	BTK	Protein	20513	BCELL	HIGH	R3	marker=BTK	95	HGNC:1133; UniProt Q06187; KEGG:hsa04662 BCR
21108	ICOS	Protein	20513	TFH	HIGH	R3	marker=ICOS	95	HGNC:5351; PMID:11595950 Akiba 2005 TFH
21109	IL1R	Complex	20513	BCELL	LOW	R6	default_signaling_fallback	25	default intracellular signaling fallback (InnateDB Breuer 2013 PMID:23180781; STRING Szklarczyk 2023 PMID:36370105); compartment=20513; HPA Uhlén 2015 PMID:25613900 (ubiquitous expression)
21109	IL1R	Complex	20513	M1	LOW	R6	default_signaling_fallback	25	default intracellular signaling fallback (InnateDB Breuer 2013 PMID:23180781; STRING Szklarczyk 2023 PMID:36370105); compartment=20513; HPA Uhlén 2015 PMID:25613900 (ubiquitous expression)
21109	IL1R	Complex	20513	M2	LOW	R6	default_signaling_fallback	25	default intracellular signaling fallback (InnateDB Breuer 2013 PMID:23180781; STRING Szklarczyk 2023 PMID:36370105); compartment=20513; HPA Uhlén 2015 PMID:25613900 (ubiquitous expression)
21109	IL1R	Complex	20513	SGEC	LOW	R6	default_signaling_fallback	25	default intracellular signaling fallback (InnateDB Breuer 2013 PMID:23180781; STRING Szklarczyk 2023 PMID:36370105); compartment=20513; HPA Uhlén 2015 PMID:25613900 (ubiquitous expression)
21109	IL1R	Complex	20513	TH1	LOW	R6	default_signaling_fallback	25	default intracellular signaling fallback (InnateDB Breuer 2013 PMID:23180781; STRING Szklarczyk 2023 PMID:36370105); compartment=20513; HPA Uhlén 2015 PMID:25613900 (ubiquitous expression)
21109	IL1R	Complex	20513	TH17	LOW	R6	default_signaling_fallback	25	default intracellular signaling fallback (InnateDB Breuer 2013 PMID:23180781; STRING Szklarczyk 2023 PMID:36370105); compartment=20513; HPA Uhlén 2015 PMID:25613900 (ubiquitous expression)
21110	IL1R1	Protein	20513	BCELL	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	IL-1R1; PMID:8120391
21110	IL1R1	Protein	20513	M1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	IL-1R1; PMID:8120391
21110	IL1R1	Protein	20513	M2	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	IL-1R1; PMID:8120391
21110	IL1R1	Protein	20513	PDC	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	IL-1R1; PMID:8120391
21110	IL1R1	Protein	20513	SGEC	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	IL-1R1; PMID:8120391
21111	IL1RA	Protein	20513	BCELL	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	IL-1Ra antagonist
21111	IL1RA	Protein	20513	M1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	IL-1Ra antagonist
21111	IL1RA	Protein	20513	M2	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	IL-1Ra antagonist
21111	IL1RA	Protein	20513	PDC	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	IL-1Ra antagonist
21111	IL1RA	Protein	20513	PLASMA	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	IL-1Ra antagonist
21111	IL1RA	Protein	20513	SGEC	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	IL-1Ra antagonist
21111	IL1RA	Protein	20513	TFH	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	IL-1Ra antagonist
21111	IL1RA	Protein	20513	TH1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	IL-1Ra antagonist
21111	IL1RA	Protein	20513	TH17	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	IL-1Ra antagonist
21111	IL1RA	Protein	20513	TREG	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	IL-1Ra antagonist
21112	IL1	Protein		UNASSIGNED		R7		0	
21113	LPS/CD14/TL4/LY96	Complex	20513	BCELL	LOW	R5	neighbors_vote={'PLASMA': 3, 'BCELL': 3, 'M1': 1, 'PDC': 1, 'TH1': 1}	53	graph propagation on SjD Map (this work); neighbors_vote=3; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21113	LPS/CD14/TL4/LY96	Complex	20513	PLASMA	LOW	R5	neighbors_vote={'PLASMA': 3, 'BCELL': 3, 'M1': 1, 'PDC': 1, 'TH1': 1}	53	graph propagation on SjD Map (this work); neighbors_vote=3; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21114	LPS	Simple molecule		UNASSIGNED		R7		0	
21115	CD14	Protein		UNASSIGNED		R7		0	
21116	TLR4	Protein	20513	BCELL	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	82	InnateDB; PMID:9237759 LPS receptor
21116	TLR4	Protein	20513	M1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	82	InnateDB; PMID:9237759 LPS receptor
21116	TLR4	Protein	20513	M2	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	82	InnateDB; PMID:9237759 LPS receptor
21116	TLR4	Protein	20513	SGEC	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	82	InnateDB; PMID:9237759 LPS receptor
21117	LY96	Protein	20513	M1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	80	MD-2/TLR4 partner; PMID:10359581
21117	LY96	Protein	20513	M2	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	80	MD-2/TLR4 partner; PMID:10359581
21117	LY96	Protein	20513	SGEC	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	80	MD-2/TLR4 partner; PMID:10359581
21118	UBE2L6	Protein	20513	BCELL	LOW	R5	neighbors_vote={'M1': 2, 'PDC': 2, 'M2': 2, 'TH1': 2, 'TH17': 2}	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21118	UBE2L6	Protein	20513	M1	LOW	R5	neighbors_vote={'M1': 2, 'PDC': 2, 'M2': 2, 'TH1': 2, 'TH17': 2}	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21118	UBE2L6	Protein	20513	M2	LOW	R5	neighbors_vote={'M1': 2, 'PDC': 2, 'M2': 2, 'TH1': 2, 'TH17': 2}	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21118	UBE2L6	Protein	20513	PDC	LOW	R5	neighbors_vote={'M1': 2, 'PDC': 2, 'M2': 2, 'TH1': 2, 'TH17': 2}	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21118	UBE2L6	Protein	20513	PLASMA	LOW	R5	neighbors_vote={'M1': 2, 'PDC': 2, 'M2': 2, 'TH1': 2, 'TH17': 2}	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21118	UBE2L6	Protein	20513	SGEC	LOW	R5	neighbors_vote={'M1': 2, 'PDC': 2, 'M2': 2, 'TH1': 2, 'TH17': 2}	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21118	UBE2L6	Protein	20513	TFH	LOW	R5	neighbors_vote={'M1': 2, 'PDC': 2, 'M2': 2, 'TH1': 2, 'TH17': 2}	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21118	UBE2L6	Protein	20513	TH1	LOW	R5	neighbors_vote={'M1': 2, 'PDC': 2, 'M2': 2, 'TH1': 2, 'TH17': 2}	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21118	UBE2L6	Protein	20513	TH17	LOW	R5	neighbors_vote={'M1': 2, 'PDC': 2, 'M2': 2, 'TH1': 2, 'TH17': 2}	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21118	UBE2L6	Protein	20513	TREG	LOW	R5	neighbors_vote={'M1': 2, 'PDC': 2, 'M2': 2, 'TH1': 2, 'TH17': 2}	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21119	CCL5/CCR5	Complex	20513	M1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	78	RANTES
21119	CCL5/CCR5	Complex	20513	M2	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	78	RANTES
21119	CCL5/CCR5	Complex	20513	TH1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	78	RANTES
21120	CCL5	Protein		UNASSIGNED		R7		0	
21121	CCR5	Protein	20513	M1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	80	Th1/Mφ PMID:9038108
21121	CCR5	Protein	20513	M2	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	80	Th1/Mφ PMID:9038108
21121	CCR5	Protein	20513	TH1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	80	Th1/Mφ PMID:9038108
21122	TNFRSF25	Protein	20513	TFH	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	78	DR3; PMID:18500207 T cell
21122	TNFRSF25	Protein	20513	TH1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	78	DR3; PMID:18500207 T cell
21122	TNFRSF25	Protein	20513	TH17	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	78	DR3; PMID:18500207 T cell
21122	TNFRSF25	Protein	20513	TREG	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	78	DR3; PMID:18500207 T cell
21123	VCAM/ITGA4/ITGB1	Complex	20513	BCELL	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	VLA-4/VCAM lymphocyte trafficking
21123	VCAM/ITGA4/ITGB1	Complex	20513	PLASMA	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	VLA-4/VCAM lymphocyte trafficking
21123	VCAM/ITGA4/ITGB1	Complex	20513	TFH	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	VLA-4/VCAM lymphocyte trafficking
21123	VCAM/ITGA4/ITGB1	Complex	20513	TH1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	VLA-4/VCAM lymphocyte trafficking
21123	VCAM/ITGA4/ITGB1	Complex	20513	TH17	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	VLA-4/VCAM lymphocyte trafficking
21123	VCAM/ITGA4/ITGB1	Complex	20513	TREG	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	VLA-4/VCAM lymphocyte trafficking
21124	ITGA4	Protein	20513	BCELL	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	VLA-4 leukocyte
21124	ITGA4	Protein	20513	M1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	VLA-4 leukocyte
21124	ITGA4	Protein	20513	M2	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	VLA-4 leukocyte
21124	ITGA4	Protein	20513	PDC	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	VLA-4 leukocyte
21124	ITGA4	Protein	20513	PLASMA	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	VLA-4 leukocyte
21124	ITGA4	Protein	20513	TFH	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	VLA-4 leukocyte
21124	ITGA4	Protein	20513	TH1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	VLA-4 leukocyte
21124	ITGA4	Protein	20513	TH17	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	VLA-4 leukocyte
21124	ITGA4	Protein	20513	TREG	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	VLA-4 leukocyte
21125	ITGB1	Protein	20513	BCELL	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	β1 integrin ubiquitous
21125	ITGB1	Protein	20513	M1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	β1 integrin ubiquitous
21125	ITGB1	Protein	20513	M2	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	β1 integrin ubiquitous
21125	ITGB1	Protein	20513	PDC	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	β1 integrin ubiquitous
21125	ITGB1	Protein	20513	PLASMA	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	β1 integrin ubiquitous
21125	ITGB1	Protein	20513	SGEC	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	β1 integrin ubiquitous
21125	ITGB1	Protein	20513	TFH	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	β1 integrin ubiquitous
21125	ITGB1	Protein	20513	TH1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	β1 integrin ubiquitous
21125	ITGB1	Protein	20513	TH17	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	β1 integrin ubiquitous
21125	ITGB1	Protein	20513	TREG	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	β1 integrin ubiquitous
21126	VCAM1	Protein		UNASSIGNED		R7		0	
21127	IL2/IL2R	Complex	20513	BCELL	LOW	R5	neighbors_vote={'M1': 2, 'PDC': 2, 'TH1': 2, 'M2': 2, 'TH17': 2}	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21127	IL2/IL2R	Complex	20513	M1	LOW	R5	neighbors_vote={'M1': 2, 'PDC': 2, 'TH1': 2, 'M2': 2, 'TH17': 2}	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21127	IL2/IL2R	Complex	20513	M2	LOW	R5	neighbors_vote={'M1': 2, 'PDC': 2, 'TH1': 2, 'M2': 2, 'TH17': 2}	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21127	IL2/IL2R	Complex	20513	PDC	LOW	R5	neighbors_vote={'M1': 2, 'PDC': 2, 'TH1': 2, 'M2': 2, 'TH17': 2}	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21127	IL2/IL2R	Complex	20513	PLASMA	LOW	R5	neighbors_vote={'M1': 2, 'PDC': 2, 'TH1': 2, 'M2': 2, 'TH17': 2}	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21127	IL2/IL2R	Complex	20513	SGEC	LOW	R5	neighbors_vote={'M1': 2, 'PDC': 2, 'TH1': 2, 'M2': 2, 'TH17': 2}	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21127	IL2/IL2R	Complex	20513	TFH	LOW	R5	neighbors_vote={'M1': 2, 'PDC': 2, 'TH1': 2, 'M2': 2, 'TH17': 2}	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21127	IL2/IL2R	Complex	20513	TH1	LOW	R5	neighbors_vote={'M1': 2, 'PDC': 2, 'TH1': 2, 'M2': 2, 'TH17': 2}	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21127	IL2/IL2R	Complex	20513	TH17	LOW	R5	neighbors_vote={'M1': 2, 'PDC': 2, 'TH1': 2, 'M2': 2, 'TH17': 2}	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21127	IL2/IL2R	Complex	20513	TREG	LOW	R5	neighbors_vote={'M1': 2, 'PDC': 2, 'TH1': 2, 'M2': 2, 'TH17': 2}	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21128	IL2RA	Protein	20513	TREG	HIGH	R3	marker=IL2RA	95	HGNC:6008; CD25 Treg (PMID:16330541)
21129	IL2RB	Protein	20513	M1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	CD122; PMID:9590175
21129	IL2RB	Protein	20513	PDC	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	CD122; PMID:9590175
21129	IL2RB	Protein	20513	TFH	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	CD122; PMID:9590175
21129	IL2RB	Protein	20513	TH1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	CD122; PMID:9590175
21129	IL2RB	Protein	20513	TH17	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	CD122; PMID:9590175
21129	IL2RB	Protein	20513	TREG	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	CD122; PMID:9590175
21130	IL2	Protein		UNASSIGNED		R7		0	
21131	MAP3K5	Protein	20513	BCELL	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	ASK1
21131	MAP3K5	Protein	20513	M1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	ASK1
21131	MAP3K5	Protein	20513	M2	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	ASK1
21131	MAP3K5	Protein	20513	PDC	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	ASK1
21131	MAP3K5	Protein	20513	PLASMA	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	ASK1
21131	MAP3K5	Protein	20513	SGEC	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	ASK1
21131	MAP3K5	Protein	20513	TFH	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	ASK1
21131	MAP3K5	Protein	20513	TH1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	ASK1
21131	MAP3K5	Protein	20513	TH17	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	ASK1
21131	MAP3K5	Protein	20513	TREG	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	ASK1
21132	CD72	Protein	20513	BCELL	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	88	PanglaoDB B cell
21133	MAPK11,12,13,14	Protein	20513	BCELL	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	p38 MAPK
21133	MAPK11,12,13,14	Protein	20513	M1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	p38 MAPK
21133	MAPK11,12,13,14	Protein	20513	M2	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	p38 MAPK
21133	MAPK11,12,13,14	Protein	20513	PDC	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	p38 MAPK
21133	MAPK11,12,13,14	Protein	20513	PLASMA	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	p38 MAPK
21133	MAPK11,12,13,14	Protein	20513	SGEC	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	p38 MAPK
21133	MAPK11,12,13,14	Protein	20513	TFH	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	p38 MAPK
