node_id	node_name	node_type	compartment_id	celltype	confidence	rule	evidence	plausibility_score	source
20594	IRAK4/IRAK1,2/IRAKM	Complex	20513	M1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	Myddosome; Reactome:R-HSA-975144
20594	IRAK4/IRAK1,2/IRAKM	Complex	20513	M2	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	Myddosome; Reactome:R-HSA-975144
20594	IRAK4/IRAK1,2/IRAKM	Complex	20513	PDC	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	Myddosome; Reactome:R-HSA-975144
20594	IRAK4/IRAK1,2/IRAKM	Complex	20513	PLASMA	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	Myddosome; Reactome:R-HSA-975144
20594	IRAK4/IRAK1,2/IRAKM	Complex	20513	SGEC	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	Myddosome; Reactome:R-HSA-975144
20594	IRAK4/IRAK1,2/IRAKM	Complex	20513	TFH	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	Myddosome; Reactome:R-HSA-975144
20594	IRAK4/IRAK1,2/IRAKM	Complex	20513	TH1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	Myddosome; Reactome:R-HSA-975144
20594	IRAK4/IRAK1,2/IRAKM	Complex	20513	TH17	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	Myddosome; Reactome:R-HSA-975144
20594	IRAK4/IRAK1,2/IRAKM	Complex	20513	TREG	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	Myddosome; Reactome:R-HSA-975144
20595	IRAK4	Protein	20513	BCELL	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	Reactome:R-HSA-9020702; PMID:12055258
20595	IRAK4	Protein	20513	M1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	Reactome:R-HSA-9020702; PMID:12055258
20595	IRAK4	Protein	20513	M2	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	Reactome:R-HSA-9020702; PMID:12055258
20595	IRAK4	Protein	20513	PDC	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	Reactome:R-HSA-9020702; PMID:12055258
20595	IRAK4	Protein	20513	PLASMA	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	Reactome:R-HSA-9020702; PMID:12055258
20595	IRAK4	Protein	20513	SGEC	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	Reactome:R-HSA-9020702; PMID:12055258
20595	IRAK4	Protein	20513	TFH	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	Reactome:R-HSA-9020702; PMID:12055258
20595	IRAK4	Protein	20513	TH1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	Reactome:R-HSA-9020702; PMID:12055258
20595	IRAK4	Protein	20513	TH17	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	Reactome:R-HSA-9020702; PMID:12055258
20595	IRAK4	Protein	20513	TREG	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	Reactome:R-HSA-9020702; PMID:12055258
20596	IRAKM	Protein	20513	M1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	PMID:12150927 IRAK-M myeloid
20596	IRAKM	Protein	20513	M2	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	PMID:12150927 IRAK-M myeloid
20597	IRAK1,2	Protein	20513	BCELL	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	Reactome:R-HSA-9020702 IL-1/TLR signal
20597	IRAK1,2	Protein	20513	M1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	Reactome:R-HSA-9020702 IL-1/TLR signal
20597	IRAK1,2	Protein	20513	M2	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	Reactome:R-HSA-9020702 IL-1/TLR signal
20597	IRAK1,2	Protein	20513	PDC	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	Reactome:R-HSA-9020702 IL-1/TLR signal
20597	IRAK1,2	Protein	20513	PLASMA	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	Reactome:R-HSA-9020702 IL-1/TLR signal
20597	IRAK1,2	Protein	20513	SGEC	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	Reactome:R-HSA-9020702 IL-1/TLR signal
20597	IRAK1,2	Protein	20513	TFH	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	Reactome:R-HSA-9020702 IL-1/TLR signal
20597	IRAK1,2	Protein	20513	TH1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	Reactome:R-HSA-9020702 IL-1/TLR signal
20597	IRAK1,2	Protein	20513	TH17	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	Reactome:R-HSA-9020702 IL-1/TLR signal
20597	IRAK1,2	Protein	20513	TREG	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	Reactome:R-HSA-9020702 IL-1/TLR signal
20598	MARCHF8	Protein	20513	BCELL	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	MHC-II ubiquitin ligase PMID:18794341
20598	MARCHF8	Protein	20513	M1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	MHC-II ubiquitin ligase PMID:18794341
20598	MARCHF8	Protein	20513	M2	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	MHC-II ubiquitin ligase PMID:18794341
20598	MARCHF8	Protein	20513	PDC	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	MHC-II ubiquitin ligase PMID:18794341
20598	MARCHF8	Protein	20513	SGEC	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	MHC-II ubiquitin ligase PMID:18794341
20599	TRAF2/TRAF3	Complex	20513	BCELL	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	TRAF complex
20599	TRAF2/TRAF3	Complex	20513	M1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	TRAF complex
20599	TRAF2/TRAF3	Complex	20513	M2	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	TRAF complex
20599	TRAF2/TRAF3	Complex	20513	PDC	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	TRAF complex
20599	TRAF2/TRAF3	Complex	20513	PLASMA	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	TRAF complex
20599	TRAF2/TRAF3	Complex	20513	SGEC	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	TRAF complex
20599	TRAF2/TRAF3	Complex	20513	TFH	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	TRAF complex
20599	TRAF2/TRAF3	Complex	20513	TH1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	TRAF complex
20599	TRAF2/TRAF3	Complex	20513	TH17	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	TRAF complex
20599	TRAF2/TRAF3	Complex	20513	TREG	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	72	TRAF complex
20600	TANK	Protein	20513	BCELL	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	TBK1 partner
20600	TANK	Protein	20513	M1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	TBK1 partner
20600	TANK	Protein	20513	M2	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	TBK1 partner
20600	TANK	Protein	20513	PDC	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	TBK1 partner
20600	TANK	Protein	20513	PLASMA	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	TBK1 partner
20600	TANK	Protein	20513	SGEC	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	TBK1 partner
20600	TANK	Protein	20513	TFH	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	TBK1 partner
20600	TANK	Protein	20513	TH1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	TBK1 partner
20600	TANK	Protein	20513	TH17	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	TBK1 partner
20600	TANK	Protein	20513	TREG	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	TBK1 partner
20601	TRAF3	Protein	20513	BCELL	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	TNFR/TLR adaptor
20601	TRAF3	Protein	20513	M1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	TNFR/TLR adaptor
20601	TRAF3	Protein	20513	M2	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	TNFR/TLR adaptor
20601	TRAF3	Protein	20513	PDC	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	TNFR/TLR adaptor
20601	TRAF3	Protein	20513	PLASMA	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	TNFR/TLR adaptor
20601	TRAF3	Protein	20513	SGEC	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	TNFR/TLR adaptor
20601	TRAF3	Protein	20513	TFH	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	TNFR/TLR adaptor
20601	TRAF3	Protein	20513	TH1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	TNFR/TLR adaptor
20601	TRAF3	Protein	20513	TH17	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	TNFR/TLR adaptor
20601	TRAF3	Protein	20513	TREG	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	72	TNFR/TLR adaptor
20602	BAFF-APRIL/BCMA	Complex	20513	PLASMA	LOW	R5	neighbors_vote={'PLASMA': 3}	53	graph propagation on SjD Map (this work); neighbors_vote=3; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20603	TNFSF13,13B	Protein		UNASSIGNED		R7		0	
20604	TNFRSF17	Protein	20513	PLASMA	HIGH	R3	marker=TNFRSF17	95	HGNC:11913; BCMA (UniProt Q02223); PMID:14990790
20605	XAF1	Protein	20513	BCELL	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	70	ISG; pro-apoptotic
20605	XAF1	Protein	20513	M1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	70	ISG; pro-apoptotic
20605	XAF1	Protein	20513	M2	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	70	ISG; pro-apoptotic
20605	XAF1	Protein	20513	PDC	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	70	ISG; pro-apoptotic
20605	XAF1	Protein	20513	PLASMA	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	70	ISG; pro-apoptotic
20605	XAF1	Protein	20513	SGEC	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	70	ISG; pro-apoptotic
20605	XAF1	Protein	20513	TFH	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	70	ISG; pro-apoptotic
20605	XAF1	Protein	20513	TH1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	70	ISG; pro-apoptotic
20605	XAF1	Protein	20513	TH17	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	70	ISG; pro-apoptotic
20605	XAF1	Protein	20513	TREG	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	70	ISG; pro-apoptotic
20606	CCL11/CCR3	Complex	20513	M2	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	Eotaxin/CCR3
20607	CCL11	Protein	20513	M2	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	75	Eotaxin epithelial
20607	CCL11	Protein	20513	SGEC	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	75	Eotaxin epithelial
20608	CCR3	Protein	20513	M2	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	75	Eosinophil/Th2; PMID:8676086 — keep on M2 only
20609	TYK2	Protein	20513	BCELL	LOW	R5	neighbors_vote={'M1': 4, 'PDC': 4, 'TH1': 4, 'M2': 4, 'TH17': 4}	53	graph propagation on SjD Map (this work); neighbors_vote=4; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20609	TYK2	Protein	20513	M1	LOW	R5	neighbors_vote={'M1': 4, 'PDC': 4, 'TH1': 4, 'M2': 4, 'TH17': 4}	53	graph propagation on SjD Map (this work); neighbors_vote=4; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20609	TYK2	Protein	20513	M2	LOW	R5	neighbors_vote={'M1': 4, 'PDC': 4, 'TH1': 4, 'M2': 4, 'TH17': 4}	53	graph propagation on SjD Map (this work); neighbors_vote=4; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20609	TYK2	Protein	20513	PDC	LOW	R5	neighbors_vote={'M1': 4, 'PDC': 4, 'TH1': 4, 'M2': 4, 'TH17': 4}	53	graph propagation on SjD Map (this work); neighbors_vote=4; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20609	TYK2	Protein	20513	PLASMA	LOW	R5	neighbors_vote={'M1': 4, 'PDC': 4, 'TH1': 4, 'M2': 4, 'TH17': 4}	53	graph propagation on SjD Map (this work); neighbors_vote=4; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20609	TYK2	Protein	20513	SGEC	LOW	R5	neighbors_vote={'M1': 4, 'PDC': 4, 'TH1': 4, 'M2': 4, 'TH17': 4}	53	graph propagation on SjD Map (this work); neighbors_vote=4; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20609	TYK2	Protein	20513	TFH	LOW	R5	neighbors_vote={'M1': 4, 'PDC': 4, 'TH1': 4, 'M2': 4, 'TH17': 4}	53	graph propagation on SjD Map (this work); neighbors_vote=4; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20609	TYK2	Protein	20513	TH1	LOW	R5	neighbors_vote={'M1': 4, 'PDC': 4, 'TH1': 4, 'M2': 4, 'TH17': 4}	53	graph propagation on SjD Map (this work); neighbors_vote=4; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20609	TYK2	Protein	20513	TH17	LOW	R5	neighbors_vote={'M1': 4, 'PDC': 4, 'TH1': 4, 'M2': 4, 'TH17': 4}	53	graph propagation on SjD Map (this work); neighbors_vote=4; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20609	TYK2	Protein	20513	TREG	LOW	R5	neighbors_vote={'M1': 4, 'PDC': 4, 'TH1': 4, 'M2': 4, 'TH17': 4}	53	graph propagation on SjD Map (this work); neighbors_vote=4; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20610	TNFRSF13B	Protein	20513	BCELL	HIGH	R3	marker=TNFRSF13B	95	HGNC:18153; TACI (UniProt O14836); PMID:11460154 BAFF
20611	NLRX1	Protein	20513	BCELL	LOW	R5	neighbors_vote={'PLASMA': 2, 'BCELL': 2}	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20611	NLRX1	Protein	20513	PLASMA	LOW	R5	neighbors_vote={'PLASMA': 2, 'BCELL': 2}	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20612	CCL19-21/CCR7	Complex	20513	M1	LOW	R5	neighbors_vote={'M1': 3}	53	graph propagation on SjD Map (this work); neighbors_vote=3; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20613	CCL19,21	Protein		UNASSIGNED		R7		0	
20614	CCR7	Protein	20513	M1	HIGH	R3	marker=CCR7	95	HGNC:1608; M1/migratory DC (UniProt P32248)
20615	IgE/FCERI	Complex	20513	BCELL	LOW	R5	neighbors_vote={'PLASMA': 2, 'BCELL': 2}	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20615	IgE/FCERI	Complex	20513	PLASMA	LOW	R5	neighbors_vote={'PLASMA': 2, 'BCELL': 2}	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20616	IgE	Protein		UNASSIGNED		R7		0	
20617	FCER1A	Protein		UNASSIGNED		R7		0	
20618	FCER1G	Protein	20513	M1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	FcεRI γ-chain shared myeloid
20618	FCER1G	Protein	20513	M2	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	FcεRI γ-chain shared myeloid
20618	FCER1G	Protein	20513	PDC	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	FcεRI γ-chain shared myeloid
20619	MS4A2	Protein	20513	M1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	70	FcεRI β — mast cell primary; minor M1
20620	HERC5	Protein	20513	BCELL	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	ISG E3 ligase ISGylation PMID:16275642
20620	HERC5	Protein	20513	M1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	ISG E3 ligase ISGylation PMID:16275642
20620	HERC5	Protein	20513	M2	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	ISG E3 ligase ISGylation PMID:16275642
20620	HERC5	Protein	20513	PDC	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	ISG E3 ligase ISGylation PMID:16275642
20620	HERC5	Protein	20513	PLASMA	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	ISG E3 ligase ISGylation PMID:16275642
20620	HERC5	Protein	20513	SGEC	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	ISG E3 ligase ISGylation PMID:16275642
20620	HERC5	Protein	20513	TFH	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	ISG E3 ligase ISGylation PMID:16275642
20620	HERC5	Protein	20513	TH1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	ISG E3 ligase ISGylation PMID:16275642
20620	HERC5	Protein	20513	TH17	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	ISG E3 ligase ISGylation PMID:16275642
20620	HERC5	Protein	20513	TREG	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	ISG E3 ligase ISGylation PMID:16275642
20621	CX3CL1/CX3CR1	Complex	20513	M1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	Fractalkine
20621	CX3CL1/CX3CR1	Complex	20513	M2	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	Fractalkine
20621	CX3CL1/CX3CR1	Complex	20513	TH1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	Fractalkine
20622	CX3CL1	Protein		UNASSIGNED		R7		0	
20623	CX3CR1	Protein	20513	M1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	PMID:9038108 patrolling Mφ
20623	CX3CR1	Protein	20513	M2	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	PMID:9038108 patrolling Mφ
20623	CX3CR1	Protein	20513	TH1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback_isolated_in_compartment_20513	78	PMID:9038108 patrolling Mφ
20624	MAP3K1	Protein	20513	BCELL	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	MEKK1
20624	MAP3K1	Protein	20513	M1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	MEKK1
20624	MAP3K1	Protein	20513	M2	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	MEKK1
20624	MAP3K1	Protein	20513	PDC	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	MEKK1
20624	MAP3K1	Protein	20513	PLASMA	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	MEKK1
20624	MAP3K1	Protein	20513	SGEC	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	MEKK1
20624	MAP3K1	Protein	20513	TFH	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	MEKK1
20624	MAP3K1	Protein	20513	TH1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	MEKK1
20624	MAP3K1	Protein	20513	TH17	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	MEKK1
20624	MAP3K1	Protein	20513	TREG	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	MEKK1
20625	SOCS1	Protein	20513	BCELL	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
20625	SOCS1	Protein	20513	M1	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
20625	SOCS1	Protein	20513	M2	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
20625	SOCS1	Protein	20513	PDC	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
20625	SOCS1	Protein	20513	PLASMA	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
20625	SOCS1	Protein	20513	SGEC	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
20625	SOCS1	Protein	20513	TFH	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
20625	SOCS1	Protein	20513	TH1	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
20625	SOCS1	Protein	20513	TH17	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
20625	SOCS1	Protein	20513	TREG	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
20626	GBP1	Protein	20513	BCELL	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
20626	GBP1	Protein	20513	M1	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
20626	GBP1	Protein	20513	M2	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
20626	GBP1	Protein	20513	PDC	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
20626	GBP1	Protein	20513	PLASMA	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
20626	GBP1	Protein	20513	SGEC	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
20626	GBP1	Protein	20513	TFH	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
20626	GBP1	Protein	20513	TH1	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
20626	GBP1	Protein	20513	TH17	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
20626	GBP1	Protein	20513	TREG	MEDIUM	R4	R-HSA-877300	65	Reactome:R-HSA-877300 via MINERVA notes
20627	GNAI	Protein	20513	BCELL	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	70	Gαi ubiquitous
20627	GNAI	Protein	20513	M1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	70	Gαi ubiquitous
20627	GNAI	Protein	20513	M2	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	70	Gαi ubiquitous
20627	GNAI	Protein	20513	PDC	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	70	Gαi ubiquitous
20627	GNAI	Protein	20513	PLASMA	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	70	Gαi ubiquitous
20627	GNAI	Protein	20513	SGEC	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	70	Gαi ubiquitous
20627	GNAI	Protein	20513	TFH	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	70	Gαi ubiquitous
20627	GNAI	Protein	20513	TH1	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	70	Gαi ubiquitous
20627	GNAI	Protein	20513	TH17	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	70	Gαi ubiquitous
20627	GNAI	Protein	20513	TREG	LOW	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	70	Gαi ubiquitous
20628	IL6R	Complex	20513	BCELL	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	IL-6R; KEGG:hsa04630
20628	IL6R	Complex	20513	M1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	IL-6R; KEGG:hsa04630
20628	IL6R	Complex	20513	M2	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	IL-6R; KEGG:hsa04630
20628	IL6R	Complex	20513	PDC	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	IL-6R; KEGG:hsa04630
20628	IL6R	Complex	20513	PLASMA	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	IL-6R; KEGG:hsa04630
20628	IL6R	Complex	20513	SGEC	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	IL-6R; KEGG:hsa04630
20628	IL6R	Complex	20513	TFH	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	IL-6R; KEGG:hsa04630
20628	IL6R	Complex	20513	TH1	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	IL-6R; KEGG:hsa04630
20628	IL6R	Complex	20513	TH17	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	IL-6R; KEGG:hsa04630
20628	IL6R	Complex	20513	TREG	MEDIUM	R6c	curated_from_R6;orig_evidence=default_signaling_fallback	75	IL-6R; KEGG:hsa04630
