Species_ID,Relation1,Identifier1,Constant,InitialLevel,Comments
TLR4/LY96_complex_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s20979 M2_s20979
TLR4_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s20980 M2_s20980
LY96_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s20981 M2_s20981
MAP2K7_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s20983 M2_s20983
CCL19/CCRL2_complex_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s20984 M2_s20984
CCRL2_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s20986 M2_s20986
RELA_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s20988 M2_s20988
NFKB1_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s20989 M2_s20989
RIGI_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s20991 M2_s20991
MAP2K1_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s20992 M2_s20992
HLA-C_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s20996 M2_s20996
MLST8_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s20998 M2_s20998
MTOR_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s20999 M2_s20999
RPTOR_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21000 M2_s21000
TLR10_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21004 M2_s21004
TRAIL/TRAILR_complex_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21005 M2_s21005
"TNFRSF10A,B_M2 Cytoplasm",isDescribedBy,,True,,sa_M2_s21006 M2_s21006
GBP6_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21009 M2_s21009
HLA-DQA2_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21010 M2_s21010
TRIM5_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21011 M2_s21011
JAK1_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21012 M2_s21012
MAVS_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21014 M2_s21014
STAT1/STAT2_complex_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21015 M2_s21015
STAT1_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21016 M2_s21016
STAT2_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21017 M2_s21017
KPNB1_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21018 M2_s21018
PTK2_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21019 M2_s21019
IL6/IL6R_complex_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21020 M2_s21020
IL6ST_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21021 M2_s21021
IL6RA_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21022 M2_s21022
NFKB2/RELB_complex_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21024 M2_s21024
RELB_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21025 M2_s21025
NFKB2_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21026 M2_s21026
IL7/IL7R_complex_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21031 M2_s21031
IL21/IL21R_complex_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21035 M2_s21035
MAP3K5_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21039 M2_s21039
MDM2_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21040 M2_s21040
JAK2_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21042 M2_s21042
MAP2K4_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21046 M2_s21046
STAT1/STAT2/IRF9_complex_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21047 M2_s21047
STAT1_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21048 M2_s21048
STAT2_M2 Cytoplasm_2,isDescribedBy,,True,,sa_M2_s21049 M2_s21049
IRF9_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21050 M2_s21050
"MAPK8,9,10_M2 Cytoplasm",isDescribedBy,,True,,sa_M2_s21051 M2_s21051
SRC_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21052 M2_s21052
IRF3_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21053 M2_s21053
RSAD2_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21054 M2_s21054
PTPN6_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21055 M2_s21055
CX3CR1_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21056 M2_s21056
IFIT3_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21057 M2_s21057
HLA-DQA1_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21062 M2_s21062
TP53_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21063 M2_s21063
DAXX_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21064 M2_s21064
FCGR1BP_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21065 M2_s21065
STAT1_M2 Cytoplasm_2,isDescribedBy,,False,,sa_M2_s21066 M2_s21066
"TNFRSF10A,B_M2 Cytoplasm_1",isDescribedBy,,False,,sa_M2_s21067 M2_s21067
C3a/CA3R1_complex_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21069 M2_s21069
C3AR1_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21071 M2_s21071
OAS1_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21072 M2_s21072
IP6K2_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21073 M2_s21073
C5a/C5AR1_complex_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21074 M2_s21074
C5AR1_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21076 M2_s21076
MYD88_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21077 M2_s21077
IFITM3_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21079 M2_s21079
ISG15_M2 Cytoplasm_1,isDescribedBy,,False,,sa_M2_s21080 M2_s21080
UBA7_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21082 M2_s21082
STAT1_M2 Cytoplasm_3,isDescribedBy,,False,,sa_M2_s21083 M2_s21083
IFNA/IFNAR_complex_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21084 M2_s21084
IFNAR1_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21085 M2_s21085
IFNAR2_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21086 M2_s21086
CCL2/CCR2_complex_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21088 M2_s21088
CCL2_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21089 M2_s21089
CCR2_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21090 M2_s21090
TRIM34_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21091 M2_s21091
FCGR1A_M2 Cytoplasm_1,isDescribedBy,,False,,sa_M2_s21093 M2_s21093
IRF1_M2 Cytoplasm_1,isDescribedBy,,False,,sa_M2_s21094 M2_s21094
GRB2_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21095 M2_s21095
TLR5_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21097 M2_s21097
CMTM6_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21106 M2_s21106
IL1R_complex_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21109 M2_s21109
IL1R1_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21110 M2_s21110
IL1RA_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21111 M2_s21111
TLR4_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21116 M2_s21116
LY96_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21117 M2_s21117
UBE2L6_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21118 M2_s21118
CCL5/CCR5_complex_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21119 M2_s21119
CCR5_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21121 M2_s21121
ITGA4_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21124 M2_s21124
ITGB1_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21125 M2_s21125
IL2/IL2R_complex_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21127 M2_s21127
"MAPK11,12,13,14_M2 Cytoplasm",isDescribedBy,,True,,sa_M2_s21133 M2_s21133
SMAD2_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21135 M2_s21135
SMAD3_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21136 M2_s21136
C5AR1_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21138 M2_s21138
HLA-G_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21140 M2_s21140
OAS2_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21141 M2_s21141
TRIM6_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21142 M2_s21142
MAP2K6_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21143 M2_s21143
STAT3_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21144 M2_s21144
TNF/TNFR1_complex_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21145 M2_s21145
TNFRSF1A_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21146 M2_s21146
"MAPK11,12,13,14_M2 Cytoplasm_1",isDescribedBy,,True,,sa_M2_s21149 M2_s21149
TRADD_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21153 M2_s21153
TICAM1_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21154 M2_s21154
MT2A_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21156 M2_s21156
RELA_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21159 M2_s21159
NFKB1_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21160 M2_s21160
TLR8/ssRNA_complex_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21163 M2_s21163
TLR8_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21164 M2_s21164
ADAR_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21167 M2_s21167
TGFBR1_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21168 M2_s21168
"IRAK4/IRAK1,2/IRAKM_complex_M2 Cytoplasm_1",isDescribedBy,,True,,sa_M2_s21169 M2_s21169
IRAK4_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21170 M2_s21170
IRAKM_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21171 M2_s21171
"IRAK1,2_M2 Cytoplasm_1",isDescribedBy,,True,,sa_M2_s21172 M2_s21172
CCR2_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21173 M2_s21173
CCR5_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21174 M2_s21174
IFIH1_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21183 M2_s21183
SHISA5_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21184 M2_s21184
TANK_M2 Cytoplasm_3,isDescribedBy,,True,,sa_M2_s21186 M2_s21186
TRAF3_M2 Cytoplasm_2,isDescribedBy,,True,,sa_M2_s21187 M2_s21187
HLA-DRB4_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21188 M2_s21188
IL15R_complex_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21192 M2_s21192
IL15RA_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21194 M2_s21194
RIPK1_M2 Cytoplasm_3,isDescribedBy,,True,,sa_M2_s21197 M2_s21197
CASP3_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21201 M2_s21201
DUSP6_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21202 M2_s21202
GBP4_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21203 M2_s21203
CISH_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21204 M2_s21204
CCR3_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21205 M2_s21205
IFNG/IFNGR_complex_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21206 M2_s21206
IFNGR1_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21207 M2_s21207
IFNGR2_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21208 M2_s21208
SMAD4_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21212 M2_s21212
SMAD2_M2 Cytoplasm_2,isDescribedBy,,True,,sa_M2_s21213 M2_s21213
SMAD3_M2 Cytoplasm_2,isDescribedBy,,True,,sa_M2_s21214 M2_s21214
"CD80,86_M2 Cytoplasm",isDescribedBy,,False,,sa_M2_s21215 M2_s21215
TLR8_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21216 M2_s21216
PSME2_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21217 M2_s21217
MAX_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21218 M2_s21218
TRADD_M2 Cytoplasm_1,isDescribedBy,,True,,sa_M2_s21219 M2_s21219
IFNB/IFNAR_complex_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21220 M2_s21220
IFNAR1_M2 Cytoplasm_2,isDescribedBy,,True,,sa_M2_s21221 M2_s21221
IFNAR2_M2 Cytoplasm_2,isDescribedBy,,True,,sa_M2_s21222 M2_s21222
CFLAR_M2 Cytoplasm,isDescribedBy,,True,,sa_M2_s21224 M2_s21224
CHUK/CHUK_complex_M2 Cytoplasm,isDescribedBy,,False,,sa_M2_s21226 M2_s21226
CHUK_M2 Cytoplasm_4,isDescribedBy,,True,,sa_M2_s21227 M2_s21227
CHUK_M2 Cytoplasm_5,isDescribedBy,,True,,sa_M2_s21228 M2_s21228
TP53_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21233 M2_s21233
SOCS2_rna_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21236 M2_s21236
IL1B_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21237 M2_s21237
GBP5_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21238 M2_s21238
STAT1_space_homodimer_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21240 M2_s21240
CD40_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21243 M2_s21243
ISG15_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21245 M2_s21245
IRF5_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21250 M2_s21250
VIM_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21255 M2_s21255
ARF1_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21256 M2_s21256
TLR4_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21257 M2_s21257
GBP4_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21258 M2_s21258
IFI6_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21264 M2_s21264
IFNB1_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21265 M2_s21265
SP100_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21268 M2_s21268
GBP2_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21270 M2_s21270
RELA_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21273 M2_s21273
NFKB1_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21274 M2_s21274
TNFSF13B_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21275 M2_s21275
CCL4_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21277 M2_s21277
TNFRSF10A_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21279 M2_s21279
SOCS3_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21280 M2_s21280
TRIM34_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21281 M2_s21281
IFIT5_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21282 M2_s21282
TRIM25_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21283 M2_s21283
IFI35_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21285 M2_s21285
RPLP0_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21286 M2_s21286
BCL2L1_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21287 M2_s21287
IL17A_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21289 M2_s21289
CCL13_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21291 M2_s21291
PML_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21296 M2_s21296
MT2A_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21298 M2_s21298
GBP1_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21299 M2_s21299
RIPK1_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21300 M2_s21300
GLUT1_rna_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21301 M2_s21301
IFI30_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21303 M2_s21303
IFI27_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21307 M2_s21307
HLA-DQA2_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21312 M2_s21312
PTPN2_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21314 M2_s21314
IRF9_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21317 M2_s21317
BCL2A1_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21319 M2_s21319
CDKN1A_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21320 M2_s21320
NCAM1_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21321 M2_s21321
NFKB1_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21322 M2_s21322
TRIM22_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21323 M2_s21323
RRM2_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21324 M2_s21324
TRIM14_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21325 M2_s21325
HLA-DRA_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21327 M2_s21327
"CD80,86_rna_M2 Nucleus",isDescribedBy,,False,,sa_M2_s21328 M2_s21328
FOS_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21330 M2_s21330
SMAD2/SMAD3/SMAD4_complex_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21332 M2_s21332
SMAD4_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21333 M2_s21333
SMAD2_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21334 M2_s21334
SMAD3_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21335 M2_s21335
IL15_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21337 M2_s21337
TRIM6_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21348 M2_s21348
TRIM5_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21353 M2_s21353
ETS1_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21354 M2_s21354
BCL2_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21357 M2_s21357
GBP3_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21360 M2_s21360
MX2_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21361 M2_s21361
GBP6_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21362 M2_s21362
SESN1_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21363 M2_s21363
IRF3_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21370 M2_s21370
CD82_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21374 M2_s21374
HLA-A_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21376 M2_s21376
FAS_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21377 M2_s21377
NFKBIA_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21378 M2_s21378
OASL_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21381 M2_s21381
CD40_rna_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21382 M2_s21382
IFIT3_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21383 M2_s21383
HLA-B_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21384 M2_s21384
LMNB1_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21386 M2_s21386
HLA-H_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21389 M2_s21389
BST2_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21391 M2_s21391
MX1_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21397 M2_s21397
OAS1_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21402 M2_s21402
RSAD2_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21405 M2_s21405
CFLAR_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21406 M2_s21406
OAS3_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21412 M2_s21412
HLA-G_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21413 M2_s21413
MDM2_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21415 M2_s21415
AP1_complex_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21416 M2_s21416
JUN_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21417 M2_s21417
FOS_M2 Nucleus_1,isDescribedBy,,True,,sa_M2_s21418 M2_s21418
IP6K2_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21420 M2_s21420
CISH_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21427 M2_s21427
IFITM1_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21429 M2_s21429
FCGR1A_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21430 M2_s21430
NFKB2_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21431 M2_s21431
IFIT2_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21434 M2_s21434
OAS2_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21437 M2_s21437
IFITM2_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21438 M2_s21438
SHISA5_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21439 M2_s21439
XAF1_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21440 M2_s21440
CCL2_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21445 M2_s21445
HLA-DQA1_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21448 M2_s21448
PSME2_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21450 M2_s21450
EIF2AK2_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21454 M2_s21454
SOCS2_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21455 M2_s21455
IFIT1_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21456 M2_s21456
SOCS1_rna_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21457 M2_s21457
FCGR1BP_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21458 M2_s21458
HLA-DRB4_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21463 M2_s21463
MMP9_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21465 M2_s21465
GADD45B_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21467 M2_s21467
SP100_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21477 M2_s21477
ADAR_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21479 M2_s21479
STAT1/STAT2/IRF9_complex_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21485 M2_s21485
STAT1_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21486 M2_s21486
STAT2_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21487 M2_s21487
IRF9_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21488 M2_s21488
HNRNPA2B1_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21489 M2_s21489
XIAP_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21491 M2_s21491
ICAM1_rna_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21492 M2_s21492
STAT1_space_homodimer_M2 Nucleus_1,isDescribedBy,,False,,sa_M2_s21497 M2_s21497
ETS1_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21502 M2_s21502
IFITM3_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21503 M2_s21503
JUN_M2 Nucleus_1,isDescribedBy,,True,,sa_M2_s21505 M2_s21505
SOCS1_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21506 M2_s21506
ICAM1_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21508 M2_s21508
TNFAIP3_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21512 M2_s21512
ISG20_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21515 M2_s21515
VCAM1_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21519 M2_s21519
IL1R1_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21523 M2_s21523
HLA-C_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21524 M2_s21524
BIRC2_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21525 M2_s21525
TLR4_rna_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21527 M2_s21527
RELB_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21529 M2_s21529
NFKB2_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21530 M2_s21530
IRF1_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21531 M2_s21531
IKBIP_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21537 M2_s21537
IL10_gene_M2 Nucleus,isDescribedBy,,True,,sa_M2_s21538 M2_s21538
TRIM21_rna_M2 Nucleus,isDescribedBy,,False,,sa_M2_s21539 M2_s21539
LMNB1_PDC Cytoplasm,isDescribedBy,,False,,sa_PDC_s20514 PDC_s20514
HNRNPA2B1_PDC Cytoplasm,isDescribedBy,,False,,sa_PDC_s20515 PDC_s20515
IFNAR_complex_PDC Cytoplasm,isDescribedBy,,True,,sa_PDC_s20523 PDC_s20523
IFNAR1_PDC Cytoplasm,isDescribedBy,,True,,sa_PDC_s20524 PDC_s20524
IFNAR2_PDC Cytoplasm,isDescribedBy,,True,,sa_PDC_s20525 PDC_s20525
dsRNA_PDC Cytoplasm,isDescribedBy,,False,,sa_PDC_s20526 PDC_s20526
PPP2R1A_PDC Cytoplasm,isDescribedBy,,True,,sa_PDC_s20527 PDC_s20527
XIAP_PDC Cytoplasm,isDescribedBy,,False,,sa_PDC_s20528 PDC_s20528
PTPN2_PDC Cytoplasm,isDescribedBy,,True,,sa_PDC_s20530 PDC_s20530
FCER1A_PDC Cytoplasm,isDescribedBy,,True,,sa_PDC_s20538 PDC_s20538
FCER1G_PDC Cytoplasm,isDescribedBy,,True,,sa_PDC_s20539 PDC_s20539
MAP2K3_PDC Cytoplasm,isDescribedBy,,True,,sa_PDC_s20542 PDC_s20542
SIGLEC1_PDC Cytoplasm,isDescribedBy,,True,,sa_PDC_s20544 PDC_s20544
