Species_ID,Relation1,Identifier1,Constant,InitialLevel,Comments
GBP2_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21270 PLASMA_s21270
RELA/NFKB1_complex_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21272 PLASMA_s21272
RELA_PLASMA Nucleus,isDescribedBy,,True,,sa_PLASMA_s21273 PLASMA_s21273
NFKB1_PLASMA Nucleus,isDescribedBy,,True,,sa_PLASMA_s21274 PLASMA_s21274
TNFRSF10A_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21279 PLASMA_s21279
SOCS3_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21280 PLASMA_s21280
TRIM34_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21281 PLASMA_s21281
IFIT5_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21282 PLASMA_s21282
TRIM25_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21283 PLASMA_s21283
IFI35_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21285 PLASMA_s21285
RPLP0_gene_PLASMA Nucleus,isDescribedBy,,True,,sa_PLASMA_s21286 PLASMA_s21286
STAT3_space_homodimer_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21294 PLASMA_s21294
PML_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21296 PLASMA_s21296
MT2A_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21298 PLASMA_s21298
GBP1_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21299 PLASMA_s21299
RIPK1_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21300 PLASMA_s21300
GLUT1_rna_PLASMA Nucleus,isDescribedBy,,True,,sa_PLASMA_s21301 PLASMA_s21301
IFI30_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21303 PLASMA_s21303
CFLAR_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21306 PLASMA_s21306
IFI27_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21307 PLASMA_s21307
HLA-DQA2_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21312 PLASMA_s21312
PTPN2_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21314 PLASMA_s21314
IRF9_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21317 PLASMA_s21317
CDKN1A_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21320 PLASMA_s21320
NCAM1_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21321 PLASMA_s21321
TRIM22_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21323 PLASMA_s21323
RRM2_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21324 PLASMA_s21324
TRIM14_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21325 PLASMA_s21325
HLA-DRA_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21327 PLASMA_s21327
SMAD2/SMAD3/SMAD4_complex_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21332 PLASMA_s21332
SMAD4_PLASMA Nucleus,isDescribedBy,,True,,sa_PLASMA_s21333 PLASMA_s21333
SMAD2_PLASMA Nucleus,isDescribedBy,,True,,sa_PLASMA_s21334 PLASMA_s21334
SMAD3_PLASMA Nucleus,isDescribedBy,,True,,sa_PLASMA_s21335 PLASMA_s21335
TRIM6_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21348 PLASMA_s21348
GADD45B_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21352 PLASMA_s21352
TRIM5_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21353 PLASMA_s21353
ETS1_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21354 PLASMA_s21354
NFKB2_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21356 PLASMA_s21356
GBP3_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21360 PLASMA_s21360
MX2_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21361 PLASMA_s21361
GBP6_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21362 PLASMA_s21362
SESN1_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21363 PLASMA_s21363
IRF3_PLASMA Nucleus,isDescribedBy,,True,,sa_PLASMA_s21370 PLASMA_s21370
HLA-A_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21376 PLASMA_s21376
FAS_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21377 PLASMA_s21377
OASL_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21381 PLASMA_s21381
IFIT3_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21383 PLASMA_s21383
HLA-B_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21384 PLASMA_s21384
LMNB1_gene_PLASMA Nucleus,isDescribedBy,,True,,sa_PLASMA_s21386 PLASMA_s21386
HLA-H_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21389 PLASMA_s21389
BST2_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21391 PLASMA_s21391
IRF5_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21394 PLASMA_s21394
BCL2A1_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21396 PLASMA_s21396
MX1_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21397 PLASMA_s21397
BIRC2_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21399 PLASMA_s21399
OAS1_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21402 PLASMA_s21402
RSAD2_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21405 PLASMA_s21405
TNFAIP3_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21407 PLASMA_s21407
OAS3_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21412 PLASMA_s21412
HLA-G_rna_PLASMA Nucleus,isDescribedBy,,True,,sa_PLASMA_s21413 PLASMA_s21413
MDM2_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21415 PLASMA_s21415
AP1_complex_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21416 PLASMA_s21416
JUN_PLASMA Nucleus,isDescribedBy,,True,,sa_PLASMA_s21417 PLASMA_s21417
FOS_PLASMA Nucleus,isDescribedBy,,True,,sa_PLASMA_s21418 PLASMA_s21418
NFKBIA_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21419 PLASMA_s21419
IP6K2_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21420 PLASMA_s21420
CISH_gene_PLASMA Nucleus,isDescribedBy,,True,,sa_PLASMA_s21427 PLASMA_s21427
IFITM1_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21429 PLASMA_s21429
IFIT2_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21434 PLASMA_s21434
OAS2_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21437 PLASMA_s21437
IFITM2_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21438 PLASMA_s21438
SHISA5_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21439 PLASMA_s21439
XAF1_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21440 PLASMA_s21440
HLA-DQA1_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21448 PLASMA_s21448
EIF2AK2_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21454 PLASMA_s21454
SOCS2_gene_PLASMA Nucleus,isDescribedBy,,True,,sa_PLASMA_s21455 PLASMA_s21455
IFIT1_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21456 PLASMA_s21456
SOCS1_rna_PLASMA Nucleus,isDescribedBy,,True,,sa_PLASMA_s21457 PLASMA_s21457
FCGR1BP_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21458 PLASMA_s21458
BCL2L1_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21462 PLASMA_s21462
HLA-DRB4_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21463 PLASMA_s21463
JUN_PLASMA Nucleus_1,isDescribedBy,,False,,sa_PLASMA_s21475 PLASMA_s21475
SP100_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21477 PLASMA_s21477
BCL2_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21478 PLASMA_s21478
ADAR_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21479 PLASMA_s21479
"NFATC1,2,3_PLASMA Nucleus",isDescribedBy,,False,,sa_PLASMA_s21484 PLASMA_s21484
STAT1/STAT2/IRF9_complex_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21485 PLASMA_s21485
STAT1_PLASMA Nucleus,isDescribedBy,,True,,sa_PLASMA_s21486 PLASMA_s21486
STAT2_PLASMA Nucleus,isDescribedBy,,True,,sa_PLASMA_s21487 PLASMA_s21487
IRF9_PLASMA Nucleus,isDescribedBy,,True,,sa_PLASMA_s21488 PLASMA_s21488
HNRNPA2B1_gene_PLASMA Nucleus,isDescribedBy,,True,,sa_PLASMA_s21489 PLASMA_s21489
ICAM1_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21492 PLASMA_s21492
STAT1_space_homodimer_PLASMA Nucleus_1,isDescribedBy,,False,,sa_PLASMA_s21497 PLASMA_s21497
ETS1_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21502 PLASMA_s21502
IFITM3_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21503 PLASMA_s21503
SOCS1_gene_PLASMA Nucleus,isDescribedBy,,True,,sa_PLASMA_s21506 PLASMA_s21506
ISG20_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21515 PLASMA_s21515
FOS_PLASMA Nucleus_1,isDescribedBy,,False,,sa_PLASMA_s21517 PLASMA_s21517
NFKB1_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21520 PLASMA_s21520
HLA-C_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21524 PLASMA_s21524
NFKB2/RELB_complex_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21528 PLASMA_s21528
RELB_PLASMA Nucleus,isDescribedBy,,True,,sa_PLASMA_s21529 PLASMA_s21529
NFKB2_PLASMA Nucleus,isDescribedBy,,True,,sa_PLASMA_s21530 PLASMA_s21530
IRF1_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21531 PLASMA_s21531
IKBIP_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21537 PLASMA_s21537
TRIM21_rna_PLASMA Nucleus,isDescribedBy,,False,,sa_PLASMA_s21539 PLASMA_s21539
LMNB1_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20514 SGEC_s20514
HNRNPA2B1_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20515 SGEC_s20515
LTB-TNFSF14/LTBR_complex_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20520 SGEC_s20520
LTBR_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20522 SGEC_s20522
IFNAR_complex_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20523 SGEC_s20523
IFNAR1_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20524 SGEC_s20524
IFNAR2_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20525 SGEC_s20525
dsRNA_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20526 SGEC_s20526
PPP2R1A_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20527 SGEC_s20527
XIAP_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20528 SGEC_s20528
PTPN2_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20530 SGEC_s20530
LTBR_SGEC Cytoplasm_1,isDescribedBy,,True,,sa_SGEC_s20535 SGEC_s20535
MAP2K3_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20542 SGEC_s20542
TRIM14_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20546 SGEC_s20546
OAS3_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20547 SGEC_s20547
TICAM2_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20548 SGEC_s20548
TBK1_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20552 SGEC_s20552
IKBKE_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20553 SGEC_s20553
CASP7_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20554 SGEC_s20554
SOS2_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20555 SGEC_s20555
RPLP0_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20556 SGEC_s20556
PI3K_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20557 SGEC_s20557
IFI30_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20559 SGEC_s20559
MAVS_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20560 SGEC_s20560
MTORC1_complex_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20562 SGEC_s20562
MLST8_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20563 SGEC_s20563
MTOR_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20564 SGEC_s20564
RPTOR_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20565 SGEC_s20565
PLCB_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20567 SGEC_s20567
HLA-H_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20568 SGEC_s20568
HLA-B_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20570 SGEC_s20570
TLR2_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20573 SGEC_s20573
MAP3K14_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20578 SGEC_s20578
EDA/EDAR_complex,isDescribedBy,,False,,sa_SGEC_s20581 SGEC_s20581
EDAR_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20582 SGEC_s20582
GLUT1_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20584 SGEC_s20584
ITGB1_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20587 SGEC_s20587
BST2_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20588 SGEC_s20588
"IRAK4/IRAK1,2/IRAKM_complex_SGEC Cytoplasm",isDescribedBy,,True,,sa_SGEC_s20594 SGEC_s20594
IRAK4_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20595 SGEC_s20595
"IRAK1,2_SGEC Cytoplasm",isDescribedBy,,True,,sa_SGEC_s20597 SGEC_s20597
MARCHF8_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20598 SGEC_s20598
TRAF2/TRAF3_complex_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20599 SGEC_s20599
TANK_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20600 SGEC_s20600
TRAF3_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20601 SGEC_s20601
XAF1_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20605 SGEC_s20605
CCL11_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20607 SGEC_s20607
TYK2_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20609 SGEC_s20609
HERC5_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20620 SGEC_s20620
MAP3K1_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20624 SGEC_s20624
SOCS1_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20625 SGEC_s20625
GBP1_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20626 SGEC_s20626
GNAI_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20627 SGEC_s20627
IL6R_complex_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20628 SGEC_s20628
IL6RA_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20629 SGEC_s20629
IL6ST_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20630 SGEC_s20630
CXCL12/CXCR4_complex_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20631 SGEC_s20631
CXCR4_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20633 SGEC_s20633
TRIM22_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20634 SGEC_s20634
TLR3_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20635 SGEC_s20635
SOCS3_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20638 SGEC_s20638
IRF1_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20639 SGEC_s20639
IFI27_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20645 SGEC_s20645
CXCL1_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20648 SGEC_s20648
IRF9_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20649 SGEC_s20649
TLR2_SGEC Cytoplasm_1,isDescribedBy,,True,,sa_SGEC_s20651 SGEC_s20651
TLR3/dsRNA/PolyIC_complex_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20655 SGEC_s20655
TLR3_SGEC Cytoplasm_1,isDescribedBy,,True,,sa_SGEC_s20656 SGEC_s20656
EIF2AK2_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20665 SGEC_s20665
TRIM25_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20666 SGEC_s20666
FADD_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20667 SGEC_s20667
SMAD2/SMAD3_complex_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20668 SGEC_s20668
SMAD3_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20669 SGEC_s20669
SMAD2_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20670 SGEC_s20670
CALM1_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20676 SGEC_s20676
ca2_ion_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20677 SGEC_s20677
SOS2_SGEC Cytoplasm_1,isDescribedBy,,True,,sa_SGEC_s20678 SGEC_s20678
IFITM1_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20684 SGEC_s20684
MX2_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20685 SGEC_s20685
STAT2_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20692 SGEC_s20692
GBP3_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20693 SGEC_s20693
IFI35_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20694 SGEC_s20694
RIPK1_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20697 SGEC_s20697
TANK_SGEC Cytoplasm_1,isDescribedBy,,True,,sa_SGEC_s20698 SGEC_s20698
TRAF5_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20699 SGEC_s20699
TRAF6_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20701 SGEC_s20701
IL1R1_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20702 SGEC_s20702
GBP2_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20706 SGEC_s20706
EDAR_SGEC Cytoplasm_1,isDescribedBy,,True,,sa_SGEC_s20707 SGEC_s20707
IKBKE/TBK1_complex_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20708 SGEC_s20708
TBK1_SGEC Cytoplasm_1,isDescribedBy,,True,,sa_SGEC_s20709 SGEC_s20709
IKBKE_SGEC Cytoplasm_1,isDescribedBy,,True,,sa_SGEC_s20710 SGEC_s20710
CHUK_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20715 SGEC_s20715
IKBKB_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20716 SGEC_s20716
IKBKG_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20717 SGEC_s20717
CD40_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20718 SGEC_s20718
FASL/FASR_complex_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20722 SGEC_s20722
FAS_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20723 SGEC_s20723
TNFRSF1A_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20725 SGEC_s20725
TAB2_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20727 SGEC_s20727
TAB3_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20728 SGEC_s20728
TAB1_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20729 SGEC_s20729
ca2_ion_SGEC EndoplasmicReticulum,isDescribedBy,,True,,sa_SGEC_s20731 SGEC_s20731
"PI(3,4,5)P3_SGEC EndoplasmicReticulum",isDescribedBy,,True,,sa_SGEC_s20734 SGEC_s20734
ITPR3_SGEC EndoplasmicReticulum,isDescribedBy,,True,,sa_SGEC_s20735 SGEC_s20735
MAP2K6_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20740 SGEC_s20740
DUSP5_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20750 SGEC_s20750
OASL_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20751 SGEC_s20751
PTPN6_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20752 SGEC_s20752
HLA-DRA_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20757 SGEC_s20757
LILRA3_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20758 SGEC_s20758
PTK2_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20762 SGEC_s20762
GORAB_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20766 SGEC_s20766
GBP5_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20767 SGEC_s20767
CHUK_SGEC Cytoplasm_1,isDescribedBy,,True,,sa_SGEC_s20769 SGEC_s20769
IKBKB_SGEC Cytoplasm_1,isDescribedBy,,True,,sa_SGEC_s20770 SGEC_s20770
IKBKG_SGEC Cytoplasm_1,isDescribedBy,,True,,sa_SGEC_s20771 SGEC_s20771
MAPK3_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20772 SGEC_s20772
JAK3_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20775 SGEC_s20775
SHC1_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20776 SGEC_s20776
RAC1_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20777 SGEC_s20777
NCAM1_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20779 SGEC_s20779
EIF2AK2_space_homodimer_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20780 SGEC_s20780
TGF/TGFBR1_complex_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20781 SGEC_s20781
TGFBR1_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20783 SGEC_s20783
IRF5_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20784 SGEC_s20784
RRAS_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20790 SGEC_s20790
CXCR4_SGEC Cytoplasm_1,isDescribedBy,,True,,sa_SGEC_s20795 SGEC_s20795
TARBP2_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20796 SGEC_s20796
TIRAP_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20797 SGEC_s20797
PML_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20798 SGEC_s20798
TLR5/flagellin_complex_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20801 SGEC_s20801
TLR5_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20803 SGEC_s20803
RAF_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20804 SGEC_s20804
GNAI_SGEC Cytoplasm_1,isDescribedBy,,True,,sa_SGEC_s20805 SGEC_s20805
TRAF3_SGEC Cytoplasm_1,isDescribedBy,,True,,sa_SGEC_s20806 SGEC_s20806
CASP8_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20809 SGEC_s20809
IL12/IL12R_complex_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20816 SGEC_s20816
PTPN2_SGEC Cytoplasm_1,isDescribedBy,,False,,sa_SGEC_s20822 SGEC_s20822
BAD_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20826 SGEC_s20826
RIPK1_SGEC Cytoplasm_1,isDescribedBy,,False,,sa_SGEC_s20828 SGEC_s20828
FAS_SGEC Cytoplasm_1,isDescribedBy,,False,,sa_SGEC_s20832 SGEC_s20832
ADAR1_space_homodimer_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20833 SGEC_s20833
MAP3K7_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20835 SGEC_s20835
RELB_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20837 SGEC_s20837
NFKB2_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20838 SGEC_s20838
ISG20_SGEC Cytoplasm,isDescribedBy,,False,,sa_SGEC_s20840 SGEC_s20840
HDAC3_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20841 SGEC_s20841
TAB1/TAB2/TAB3_complex_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20842 SGEC_s20842
TAB2_SGEC Cytoplasm_1,isDescribedBy,,True,,sa_SGEC_s20843 SGEC_s20843
TAB3_SGEC Cytoplasm_1,isDescribedBy,,True,,sa_SGEC_s20844 SGEC_s20844
TAB1_SGEC Cytoplasm_1,isDescribedBy,,True,,sa_SGEC_s20845 SGEC_s20845
IRF5_SGEC Cytoplasm_1,isDescribedBy,,True,,sa_SGEC_s20854 SGEC_s20854
TIRAP_SGEC Cytoplasm_1,isDescribedBy,,True,,sa_SGEC_s20859 SGEC_s20859
TLR2_SGEC Cytoplasm_2,isDescribedBy,,True,,sa_SGEC_s20868 SGEC_s20868
CD36_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20870 SGEC_s20870
RIPK3_SGEC Cytoplasm,isDescribedBy,,True,,sa_SGEC_s20872 SGEC_s20872
