Target,Level,Rule,Relation1,Identifier1
TYK2_TFH Cytoplasm,1,(IFNA/IFNAR_complex_TFH Cytoplasm|IFNB/IFNAR_complex_TFH Cytoplasm|IL12/IL12R_complex_TFH Cytoplasm)&!SOCS1_TFH Cytoplasm&!SOCS2_TFH Cytoplasm&!SOCS3_TFH Cytoplasm,isDescribedBy,
SOCS1_TFH Cytoplasm,1,SOCS2_rna_TFH Nucleus,isDescribedBy,
GBP1_TFH Cytoplasm,1,GBP1_rna_TFH Nucleus,isDescribedBy,
IL6R_complex_TFH Cytoplasm,1,(IL6_Extracellular|IL6_Extracellular|IL6_Extracellular|IL6_Extracellular),isDescribedBy,
IL6ST_TFH Cytoplasm,1,(IL6_Extracellular|IL6_Extracellular|IL6_Extracellular|IL6_Extracellular),isDescribedBy,
CXCL12/CXCR4_complex_TFH Cytoplasm,1,CXCL12_Extracellular&CXCR4_TFH Cytoplasm_1,isDescribedBy,
CXCR4_TFH Cytoplasm,1,CXCL12_Extracellular,isDescribedBy,
TRIM22_TFH Cytoplasm,1,TRIM22_rna_TFH Nucleus,isDescribedBy,
SOCS3_TFH Cytoplasm,1,SOCS3_rna_TFH Nucleus,isDescribedBy,
IRF1_TFH Cytoplasm,1,IRF1_TFH Cytoplasm_1,isDescribedBy,
IL7R_complex_TFH Cytoplasm,1,IL7,isDescribedBy,
IL2RG_TFH Cytoplasm,1,(IL2_Secreted|IL2_Secreted|IL2_Secreted),isDescribedBy,
IFI27_TFH Cytoplasm,1,IFI27_rna_TFH Nucleus,isDescribedBy,
IRF9_TFH Cytoplasm,1,IRF9_rna_TFH Nucleus,isDescribedBy,
CD27/CD70_complex_TFH Cytoplasm,1,CD27&CD70_space_homotrimer_TFH Cytoplasm_1,isDescribedBy,
IL2R_complex_TFH Cytoplasm,1,(IL2_Secreted|IL2_Secreted|IL2_Secreted),isDescribedBy,
IL2RB_TFH Cytoplasm,1,(IL15_Extracellular|IL15_Extracellular|IL15_Extracellular|IL15_Extracellular|IL2_Secreted|IL2_Secreted|IL2_Secreted),isDescribedBy,
EIF2AK2_TFH Cytoplasm,1,EIF2AK2_rna_TFH Nucleus,isDescribedBy,
TRIM25_TFH Cytoplasm,1,TRIM25_rna_TFH Nucleus,isDescribedBy,
SMAD2/SMAD3_complex_TFH Cytoplasm,1,TGF/TGFBR1_complex_TFH Cytoplasm,isDescribedBy,
SOS2_TFH Cytoplasm,1,GRB2_TFH Cytoplasm,isDescribedBy,
IFITM1_TFH Cytoplasm,1,IFITM1_rna_TFH Nucleus,isDescribedBy,
MX2_TFH Cytoplasm,1,MX2_rna_TFH Nucleus,isDescribedBy,
TNF/TNFR2_complex_TFH Cytoplasm,1,TNF_Extracellular&TNFRSF1B_TFH Cytoplasm_2,isDescribedBy,
TNFRSF1B_TFH Cytoplasm,1,(TNF_Extracellular|TNF_Extracellular),isDescribedBy,
STAT2_TFH Cytoplasm,1,TYK2_TFH Cytoplasm,isDescribedBy,
GBP3_TFH Cytoplasm,1,GBP3_rna_TFH Nucleus,isDescribedBy,
IFI35_TFH Cytoplasm,1,IFI35_rna_TFH Nucleus,isDescribedBy,
GBP2_TFH Cytoplasm,1,GBP2_rna_TFH Nucleus,isDescribedBy,
OASL_TFH Cytoplasm,1,OASL_rna_TFH Nucleus,isDescribedBy,
HLA-DRA_TFH Cytoplasm,1,HLA-DRA_rna_TFH Nucleus,isDescribedBy,
GBP5_TFH Cytoplasm,1,GBP5_rna_TFH Nucleus,isDescribedBy,
JAK3_TFH Cytoplasm,1,(IL7/IL7R_complex_TFH Cytoplasm|IL2/IL2R_complex_TFH Cytoplasm|IL21/IL21R_complex_TFH Cytoplasm|IL15R_complex_TFH Cytoplasm)&!PTK2B_TFH Cytoplasm&!SOCS2_TFH Cytoplasm&!SOCS1_TFH Cytoplasm&!SOCS3_TFH Cytoplasm,isDescribedBy,
NCAM1_TFH Cytoplasm,1,NCAM1_rna_TFH Nucleus,isDescribedBy,
TGF/TGFBR1_complex_TFH Cytoplasm,1,TGFB1&TGFBR1_TFH Cytoplasm_1,isDescribedBy,
TGFBR1_TFH Cytoplasm,1,(TGFB1|TGFB1|TGFB1),isDescribedBy,
IRF5_TFH Cytoplasm,1,IRF5_rna_TFH Nucleus,isDescribedBy,
RRAS_TFH Cytoplasm,1,SOS2_TFH Cytoplasm,isDescribedBy,
PML_TFH Cytoplasm,1,PML_rna_TFH Nucleus,isDescribedBy,
RAF_TFH Cytoplasm,1,RRAS_TFH Cytoplasm,isDescribedBy,
CASP8_TFH Cytoplasm,1,FADD_TFH Cytoplasm_1&!CFLAR_TFH Cytoplasm,isDescribedBy,
ICOSLG/ICOS_complex,1,ICOSLG&ICOS_TFH Cytoplasm_1,isDescribedBy,
PTPN2_TFH Cytoplasm_1,1,PTPN2_TFH Cytoplasm&EIF2AK2_space_homodimer_TFH Cytoplasm,isDescribedBy,
RIPK1_TFH Cytoplasm_1,1,RIPK1_rna_TFH Nucleus,isDescribedBy,
FAS_TFH Cytoplasm_1,1,FAS_rna_TFH Nucleus,isDescribedBy,
ADAR1_space_homodimer_TFH Cytoplasm,1,ADAR_TFH Cytoplasm,isDescribedBy,
ISG20_TFH Cytoplasm,1,ISG20_rna_TFH Nucleus,isDescribedBy,
IFI6_TFH Cytoplasm,1,IFI6_rna_TFH Nucleus,isDescribedBy,
EIF2AK2_space_homodimer_TFH Cytoplasm_1,1,EIF2AK2_space_homodimer_TFH Cytoplasm,isDescribedBy,
SOCS2_TFH Cytoplasm,1,SOCS1_rna_TFH Nucleus,isDescribedBy,
IFITM2_TFH Cytoplasm,1,IFITM2_rna_TFH Nucleus,isDescribedBy,
MHC1/B2M/TCR_complex_TFH Cytoplasm,1,MHC1/B2M_complex&TCR_complex_TFH Cytoplasm,isDescribedBy,
IFIT5_TFH Cytoplasm,1,IFIT5_rna_TFH Nucleus,isDescribedBy,
ISG15_TFH Cytoplasm,1,ISG15_rna_TFH Nucleus,isDescribedBy,
IFIT2_TFH Cytoplasm,1,IFIT2_rna_TFH Nucleus,isDescribedBy,
HLA-A_TFH Cytoplasm,1,HLA-A_rna_TFH Nucleus,isDescribedBy,
TNFSF15/TNFRSF25_complex_TFH Cytoplasm,1,TNFSF15&TNFRSF25_TFH Cytoplasm_1,isDescribedBy,
TNFRSF25_TFH Cytoplasm,1,(TNFSF15|TNFSF15),isDescribedBy,
IL21R_complex_TFH Cytoplasm,1,IL21_Secreted,isDescribedBy,
IFIT1_TFH Cytoplasm,1,IFIT1_rna_TFH Nucleus,isDescribedBy,
MX1_TFH Cytoplasm,1,MX1_rna_TFH Nucleus,isDescribedBy,
MAP2K1_TFH Cytoplasm,1,RAF_TFH Cytoplasm,isDescribedBy,
HLA-C_TFH Cytoplasm,1,HLA-C_rna_TFH Nucleus,isDescribedBy,
TRAIL/TRAILR_complex_TFH Cytoplasm,1,"TNFSF10&TNFRSF10A,B_TFH Cytoplasm_1",isDescribedBy,
GBP6_TFH Cytoplasm,1,GBP6_rna_TFH Nucleus,isDescribedBy,
HLA-DQA2_TFH Cytoplasm,1,HLA-DQA2_rna_TFH Nucleus,isDescribedBy,
TRIM5_TFH Cytoplasm,1,TRIM5_rna_TFH Nucleus,isDescribedBy,
JAK1_TFH Cytoplasm,1,(IFNA/IFNAR_complex_TFH Cytoplasm|IFNG/IFNGR_complex_TFH Cytoplasm|IL7/IL7R_complex_TFH Cytoplasm|IL2/IL2R_complex_TFH Cytoplasm|IFNB/IFNAR_complex_TFH Cytoplasm|IL21/IL21R_complex_TFH Cytoplasm|IL15R_complex_TFH Cytoplasm|IL6/IL6R_complex_TFH Cytoplasm)&!SOCS1_TFH Cytoplasm&!PTPN6_TFH Cytoplasm&!SOCS2_TFH Cytoplasm&!SOCS3_TFH Cytoplasm&!CISH_TFH Cytoplasm,isDescribedBy,
STAT1/STAT2_complex_TFH Cytoplasm,1,STAT1_TFH Cytoplasm_3&STAT2_TFH Cytoplasm,isDescribedBy,
PTK2_TFH Cytoplasm,1,VCAM/ITGA4/ITGB1_complex_TFH Cytoplasm,isDescribedBy,
IL6/IL6R_complex_TFH Cytoplasm,1,IL6_Extracellular&IL6R_complex_TFH Cytoplasm,isDescribedBy,
IL7/IL7R_complex_TFH Cytoplasm,1,IL7&IL7R_complex_TFH Cytoplasm,isDescribedBy,
IL21/IL21R_complex_TFH Cytoplasm,1,IL21_Extracellular&IL21R_complex_TFH Cytoplasm,isDescribedBy,
MAP3K5_TFH Cytoplasm,1,DAXX_TFH Cytoplasm_1,isDescribedBy,
MDM2_TFH Cytoplasm,1,MDM2_rna_TFH Nucleus,isDescribedBy,
JAK2_TFH Cytoplasm,1,(IFNG/IFNGR_complex_TFH Cytoplasm|IL12/IL12R_complex_TFH Cytoplasm|IL6/IL6R_complex_TFH Cytoplasm)&!SOCS1_TFH Cytoplasm&!SOCS2_TFH Cytoplasm&!SOCS3_TFH Cytoplasm,isDescribedBy,
STAT1/STAT2/IRF9_complex_TFH Cytoplasm,1,IRF9_TFH Cytoplasm&STAT1/STAT2_complex_TFH Cytoplasm,isDescribedBy,
SRC_TFH Cytoplasm,1,GNAI_TFH Cytoplasm_1,isDescribedBy,
RSAD2_TFH Cytoplasm,1,RSAD2_rna_TFH Nucleus,isDescribedBy,
IFIT3_TFH Cytoplasm,1,IFIT3_rna_TFH Nucleus,isDescribedBy,
HLA-DQA1_TFH Cytoplasm,1,HLA-DQA1_rna_TFH Nucleus,isDescribedBy,
FCGR1BP_TFH Cytoplasm,1,FCGR1BP_rna_TFH Nucleus,isDescribedBy,
STAT1_TFH Cytoplasm_2,1,HDAC3_TFH Cytoplasm,isDescribedBy,
"TNFRSF10A,B_TFH Cytoplasm_1",1,TNFRSF10A_rna_TFH Nucleus,isDescribedBy,
OAS1_TFH Cytoplasm,1,OAS1_rna_TFH Nucleus,isDescribedBy,
IP6K2_TFH Cytoplasm,1,IP6K2_rna_TFH Nucleus,isDescribedBy,
IFITM3_TFH Cytoplasm,1,IFITM3_rna_TFH Nucleus,isDescribedBy,
ISG15_TFH Cytoplasm_1,1,(UBE2L6_TFH Cytoplasm|HERC5_TFH Cytoplasm)&ISG15_TFH Cytoplasm&!UBA7_TFH Cytoplasm,isDescribedBy,
STAT1_TFH Cytoplasm_3,1,(JAK1_TFH Cytoplasm|TYK2_TFH Cytoplasm)&STAT1_TFH Cytoplasm_2,isDescribedBy,
IFNA/IFNAR_complex_TFH Cytoplasm,1,IFNA_Extracellular&IFNAR_complex_TFH Cytoplasm,isDescribedBy,
TRIM34_TFH Cytoplasm,1,TRIM34_rna_TFH Nucleus,isDescribedBy,
IRF1_TFH Cytoplasm_1,1,IRF1_rna_TFH Nucleus,isDescribedBy,
VCAM/ITGA4/ITGB1_complex_TFH Cytoplasm,1,VCAM1_Extracellular&ITGA4/ITGB1_complex_TFH Cytoplasm,isDescribedBy,
IL2/IL2R_complex_TFH Cytoplasm,1,IL2_Extracellular&IL2R_complex_TFH Cytoplasm,isDescribedBy,
OAS2_TFH Cytoplasm,1,OAS2_rna_TFH Nucleus,isDescribedBy,
TRIM6_TFH Cytoplasm,1,TRIM6_rna_TFH Nucleus,isDescribedBy,
STAT3_TFH Cytoplasm,1,JAK2_TFH Cytoplasm,isDescribedBy,
TNF/TNFR1_complex_TFH Cytoplasm,1,TNF_Extracellular&TNFRSF1A_TFH Cytoplasm,isDescribedBy,
SHC1_TFH Cytoplasm,1,(SRC_TFH Cytoplasm|IL21/IL21R_complex_TFH Cytoplasm),isDescribedBy,
TRADD_TFH Cytoplasm,1,(TNF/TNFR1_complex_TFH Cytoplasm|TNFSF15/TNFRSF25_complex_TFH Cytoplasm),isDescribedBy,
MT2A_TFH Cytoplasm,1,MT2A_rna_TFH Nucleus,isDescribedBy,
ADAR_TFH Cytoplasm,1,ADAR_rna_TFH Nucleus,isDescribedBy,
LCK/ZAP70_complex_TFH Cytoplasm,1,MHC1/B2M/TCR_complex_TFH Cytoplasm&!PTPRC_TFH Cytoplasm&!PTPN6_TFH Cytoplasm,isDescribedBy,
SHISA5_TFH Cytoplasm,1,SHISA5_rna_TFH Nucleus,isDescribedBy,
HLA-DRB4_TFH Cytoplasm,1,HLA-DRB4_rna_TFH Nucleus,isDescribedBy,
IL15R_complex_TFH Cytoplasm,1,IL15_Extracellular,isDescribedBy,
IL15RA_TFH Cytoplasm,1,(IL15_Extracellular|IL15_Extracellular|IL15_Extracellular|IL15_Extracellular),isDescribedBy,
CXCL13/CXCR5_complex,1,CXCL13&CXCR5_TFH Cytoplasm,isDescribedBy,
GBP4_TFH Cytoplasm,1,GBP4_rna_TFH Nucleus,isDescribedBy,
CISH_TFH Cytoplasm,1,CISH_rna_TFH Nucleus,isDescribedBy,
IFNG/IFNGR_complex_TFH Cytoplasm,1,IFNG_Extracellular&IFNGR_complex_TFH Cytoplasm,isDescribedBy,
MAX_TFH Cytoplasm,1,"MAPK11,12,13,14_TFH Cytoplasm",isDescribedBy,
IFNB/IFNAR_complex_TFH Cytoplasm,1,IFNB1_Extracellular&IFNAR_complex_TFH Cytoplasm,isDescribedBy,
CHUK/CHUK_complex_TFH Cytoplasm,1,MAP3K14_TFH Cytoplasm_1,isDescribedBy,
SOCS2_rna_TFH Nucleus,1,STAT5_space_homodimer_TFH Nucleus,isDescribedBy,
GBP5_rna_TFH Nucleus,1,STAT1_space_homodimer_TFH Nucleus,isDescribedBy,
STAT1_space_homodimer_TFH Nucleus,1,STAT1_TFH Cytoplasm_3,isDescribedBy,
ISG15_rna_TFH Nucleus,1,STAT1/STAT2/IRF9_complex_TFH Nucleus,isDescribedBy,
IRF5_rna_TFH Nucleus,1,(STAT1_space_homodimer_TFH Nucleus|STAT1/STAT2/IRF9_complex_TFH Nucleus),isDescribedBy,
GBP4_rna_TFH Nucleus,1,STAT1_space_homodimer_TFH Nucleus,isDescribedBy,
IFI6_rna_TFH Nucleus,1,STAT1/STAT2/IRF9_complex_TFH Nucleus,isDescribedBy,
SP100_TFH Nucleus,1,SP100_rna_TFH Nucleus,isDescribedBy,
GBP2_rna_TFH Nucleus,1,(STAT1/STAT2/IRF9_complex_TFH Nucleus|STAT1_space_homodimer_TFH Nucleus),isDescribedBy,
TNFRSF10A_rna_TFH Nucleus,1,TP53_TFH Nucleus,isDescribedBy,
SOCS3_rna_TFH Nucleus,1,STAT1/STAT2/IRF9_complex_TFH Nucleus,isDescribedBy,
TRIM34_rna_TFH Nucleus,1,STAT1_space_homodimer_TFH Nucleus,isDescribedBy,
IFIT5_rna_TFH Nucleus,1,STAT1/STAT2/IRF9_complex_TFH Nucleus,isDescribedBy,
TRIM25_rna_TFH Nucleus,1,STAT1_space_homodimer_TFH Nucleus,isDescribedBy,
IFI35_rna_TFH Nucleus,1,STAT1/STAT2/IRF9_complex_TFH Nucleus,isDescribedBy,
PML_rna_TFH Nucleus,1,STAT1_space_homodimer_TFH Nucleus,isDescribedBy,
MT2A_rna_TFH Nucleus,1,STAT1_space_homodimer_TFH Nucleus,isDescribedBy,
GBP1_rna_TFH Nucleus,1,STAT1_space_homodimer_TFH Nucleus,isDescribedBy,
RIPK1_rna_TFH Nucleus,1,STAT1/STAT2/IRF9_complex_TFH Nucleus,isDescribedBy,
IFI30_rna_TFH Nucleus,1,STAT1_space_homodimer_TFH Nucleus,isDescribedBy,
IFI27_rna_TFH Nucleus,1,STAT1/STAT2/IRF9_complex_TFH Nucleus,isDescribedBy,
HLA-DQA2_rna_TFH Nucleus,1,STAT1_space_homodimer_TFH Nucleus,isDescribedBy,
PTPN2_TFH Nucleus,1,PTPN2_TFH Cytoplasm,isDescribedBy,
IRF9_rna_TFH Nucleus,1,(STAT1_space_homodimer_TFH Nucleus|STAT1/STAT2/IRF9_complex_TFH Nucleus),isDescribedBy,
CDKN1A_rna_TFH Nucleus,1,TP53_TFH Nucleus,isDescribedBy,
NCAM1_rna_TFH Nucleus,1,STAT1_space_homodimer_TFH Nucleus,isDescribedBy,
TRIM22_rna_TFH Nucleus,1,STAT1_space_homodimer_TFH Nucleus,isDescribedBy,
RRM2_rna_TFH Nucleus,1,TP53_TFH Nucleus,isDescribedBy,
TRIM14_rna_TFH Nucleus,1,STAT1_space_homodimer_TFH Nucleus,isDescribedBy,
HLA-DRA_rna_TFH Nucleus,1,STAT1_space_homodimer_TFH Nucleus,isDescribedBy,
SMAD2/SMAD3/SMAD4_complex_TFH Nucleus,1,SMAD2/SMAD3_complex_TFH Cytoplasm&SMAD4_TFH Cytoplasm,isDescribedBy,
TRIM6_rna_TFH Nucleus,1,STAT1_space_homodimer_TFH Nucleus,isDescribedBy,
TRIM5_rna_TFH Nucleus,1,STAT1_space_homodimer_TFH Nucleus,isDescribedBy,
ETS1_TFH Nucleus,1,ETS1_rna_TFH Nucleus,isDescribedBy,
GBP3_rna_TFH Nucleus,1,STAT1_space_homodimer_TFH Nucleus,isDescribedBy,
MX2_rna_TFH Nucleus,1,STAT1/STAT2/IRF9_complex_TFH Nucleus,isDescribedBy,
GBP6_rna_TFH Nucleus,1,STAT1_space_homodimer_TFH Nucleus,isDescribedBy,
SESN1_rna_TFH Nucleus,1,TP53_TFH Nucleus,isDescribedBy,
HLA-A_rna_TFH Nucleus,1,(STAT1/STAT2/IRF9_complex_TFH Nucleus|STAT1_space_homodimer_TFH Nucleus),isDescribedBy,
FAS_rna_TFH Nucleus,1,TP53_TFH Nucleus,isDescribedBy,
OASL_rna_TFH Nucleus,1,(STAT1/STAT2/IRF9_complex_TFH Nucleus|STAT1_space_homodimer_TFH Nucleus),isDescribedBy,
IFIT3_rna_TFH Nucleus,1,STAT1/STAT2/IRF9_complex_TFH Nucleus,isDescribedBy,
HLA-B_rna_TFH Nucleus,1,(STAT1/STAT2/IRF9_complex_TFH Nucleus|STAT1_space_homodimer_TFH Nucleus),isDescribedBy,
HLA-H_rna_TFH Nucleus,1,(STAT1/STAT2/IRF9_complex_TFH Nucleus|STAT1_space_homodimer_TFH Nucleus),isDescribedBy,
BST2_rna_TFH Nucleus,1,STAT1/STAT2/IRF9_complex_TFH Nucleus,isDescribedBy,
MX1_rna_TFH Nucleus,1,STAT1/STAT2/IRF9_complex_TFH Nucleus,isDescribedBy,
OAS1_rna_TFH Nucleus,1,(STAT1/STAT2/IRF9_complex_TFH Nucleus|STAT1_space_homodimer_TFH Nucleus),isDescribedBy,
RSAD2_rna_TFH Nucleus,1,(STAT1/STAT2/IRF9_complex_TFH Nucleus|CD40LG/CD40_complex_TFH Cytoplasm|TLR3/dsRNA/PolyIC_complex_TFH Cytoplasm|TLR7/ssRNA_complex_TFH Cytoplasm|PRMT5_TFH Cytoplasm),isDescribedBy,
OAS3_rna_TFH Nucleus,1,(STAT1/STAT2/IRF9_complex_TFH Nucleus|STAT1_space_homodimer_TFH Nucleus),isDescribedBy,
MDM2_rna_TFH Nucleus,1,TP53_TFH Nucleus,isDescribedBy,
IP6K2_rna_TFH Nucleus,1,STAT1/STAT2/IRF9_complex_TFH Nucleus,isDescribedBy,
TOX_rna_TFH Nucleus,1,STAT1_space_homodimer_TFH Nucleus,isDescribedBy,
IFITM1_rna_TFH Nucleus,1,STAT1/STAT2/IRF9_complex_TFH Nucleus,isDescribedBy,
IFIT2_rna_TFH Nucleus,1,STAT1/STAT2/IRF9_complex_TFH Nucleus,isDescribedBy,
OAS2_rna_TFH Nucleus,1,(STAT1/STAT2/IRF9_complex_TFH Nucleus|STAT1_space_homodimer_TFH Nucleus),isDescribedBy,
IFITM2_rna_TFH Nucleus,1,STAT1/STAT2/IRF9_complex_TFH Nucleus,isDescribedBy,
SHISA5_rna_TFH Nucleus,1,TP53_TFH Nucleus,isDescribedBy,
XAF1_rna_TFH Nucleus,1,STAT1/STAT2/IRF9_complex_TFH Nucleus,isDescribedBy,
HLA-DQA1_rna_TFH Nucleus,1,STAT1_space_homodimer_TFH Nucleus,isDescribedBy,
EIF2AK2_rna_TFH Nucleus,1,STAT1/STAT2/IRF9_complex_TFH Nucleus,isDescribedBy,
IFIT1_rna_TFH Nucleus,1,STAT1/STAT2/IRF9_complex_TFH Nucleus,isDescribedBy,
SOCS1_rna_TFH Nucleus,1,STAT5_space_homodimer_TFH Nucleus,isDescribedBy,
FCGR1BP_rna_TFH Nucleus,1,STAT1_space_homodimer_TFH Nucleus,isDescribedBy,
HLA-DRB4_rna_TFH Nucleus,1,STAT1_space_homodimer_TFH Nucleus,isDescribedBy,
STAT5_space_homodimer_TFH Nucleus,1,STAT5A/B_TFH Cytoplasm,isDescribedBy,
CISH_rna_TFH Nucleus,1,STAT5_space_homodimer_TFH Nucleus,isDescribedBy,
SP100_rna_TFH Nucleus,1,STAT1_space_homodimer_TFH Nucleus,isDescribedBy,
ADAR_rna_TFH Nucleus,1,STAT1/STAT2/IRF9_complex_TFH Nucleus,isDescribedBy,
STAT1/STAT2/IRF9_complex_TFH Nucleus,1,STAT1/STAT2/IRF9_complex_TFH Cytoplasm&KPNB1_TFH Cytoplasm,isDescribedBy,
STAT1_space_homodimer_TFH Nucleus_1,1,STAT1_space_homodimer_TFH Nucleus&PTPN2_TFH Nucleus,isDescribedBy,
IL2_rna_TFH Nucleus,1,AP1_complex_TFH Nucleus,isDescribedBy,
ETS1_rna_TFH Nucleus,1,SP100_TFH Nucleus,isDescribedBy,
IFITM3_rna_TFH Nucleus,1,STAT1/STAT2/IRF9_complex_TFH Nucleus,isDescribedBy,
ISG20_rna_TFH Nucleus,1,STAT1/STAT2/IRF9_complex_TFH Nucleus,isDescribedBy,
HLA-C_rna_TFH Nucleus,1,(STAT1/STAT2/IRF9_complex_TFH Nucleus|STAT1_space_homodimer_TFH Nucleus),isDescribedBy,
IRF1_rna_TFH Nucleus,1,(STAT1_space_homodimer_TFH Nucleus|STAT1/STAT2/IRF9_complex_TFH Nucleus),isDescribedBy,
IKBIP_rna_TFH Nucleus,1,TP53_TFH Nucleus,isDescribedBy,
TRIM21_rna_TFH Nucleus,1,(STAT1_space_homodimer_TFH Nucleus|TLR3/dsRNA/PolyIC_complex_TFH Cytoplasm),isDescribedBy,
dsRNA_TH17 Cytoplasm,1,dsRNA/polyIC,isDescribedBy,
XIAP_TH17 Cytoplasm,1,!XAF1_TH17 Cytoplasm,isDescribedBy,
TRIM14_TH17 Cytoplasm,1,TRIM14_rna_TH17 Nucleus,isDescribedBy,
OAS3_TH17 Cytoplasm,1,OAS3_rna_TH17 Nucleus,isDescribedBy,
IFI30_TH17 Cytoplasm,1,IFI30_rna_TH17 Nucleus,isDescribedBy,
HLA-H_TH17 Cytoplasm,1,HLA-H_rna_TH17 Nucleus,isDescribedBy,
HLA-B_TH17 Cytoplasm,1,HLA-B_rna_TH17 Nucleus,isDescribedBy,
STAT5A/B_TH17 Cytoplasm,1,JAK3_TH17 Cytoplasm,isDescribedBy,
GLUT1_TH17 Cytoplasm,1,GLUT1_rna_TH17 Nucleus,isDescribedBy,
BST2_TH17 Cytoplasm,1,BST2_rna_TH17 Nucleus,isDescribedBy,
XAF1_TH17 Cytoplasm,1,XAF1_rna_TH17 Nucleus,isDescribedBy,
TYK2_TH17 Cytoplasm,1,(IFNA/IFNAR_complex_TH17 Cytoplasm|IFNB/IFNAR_complex_TH17 Cytoplasm|IL12/IL12R_complex_TH17 Cytoplasm)&!SOCS1_TH17 Cytoplasm&!SOCS2_TH17 Cytoplasm&!SOCS3_TH17 Cytoplasm,isDescribedBy,
SOCS1_TH17 Cytoplasm,1,SOCS2_rna_TH17 Nucleus,isDescribedBy,
GBP1_TH17 Cytoplasm,1,GBP1_rna_TH17 Nucleus,isDescribedBy,
IL6R_complex_TH17 Cytoplasm,1,(IL6_Extracellular|IL6_Extracellular|IL6_Extracellular|IL6_Extracellular),isDescribedBy,
IL6ST_TH17 Cytoplasm,1,(IL6_Extracellular|IL6_Extracellular|IL6_Extracellular|IL6_Extracellular),isDescribedBy,
CXCL12/CXCR4_complex_TH17 Cytoplasm,1,CXCL12_Extracellular&CXCR4_TH17 Cytoplasm_1,isDescribedBy,
CXCR4_TH17 Cytoplasm,1,CXCL12_Extracellular,isDescribedBy,
TRIM22_TH17 Cytoplasm,1,TRIM22_rna_TH17 Nucleus,isDescribedBy,
SOCS3_TH17 Cytoplasm,1,SOCS3_rna_TH17 Nucleus,isDescribedBy,
IRF1_TH17 Cytoplasm,1,IRF1_TH17 Cytoplasm_1,isDescribedBy,
IL7R_complex_TH17 Cytoplasm,1,IL7,isDescribedBy,
IL2RG_TH17 Cytoplasm,1,(IL2_Secreted|IL2_Secreted|IL2_Secreted),isDescribedBy,
IFI27_TH17 Cytoplasm,1,IFI27_rna_TH17 Nucleus,isDescribedBy,
IRF9_TH17 Cytoplasm,1,IRF9_rna_TH17 Nucleus,isDescribedBy,
CD27/CD70_complex_TH17 Cytoplasm,1,CD27&CD70_space_homotrimer_TH17 Cytoplasm_1,isDescribedBy,
IL2R_complex_TH17 Cytoplasm,1,(IL2_Secreted|IL2_Secreted|IL2_Secreted),isDescribedBy,
IL2RB_TH17 Cytoplasm,1,(IL15_Extracellular|IL15_Extracellular|IL15_Extracellular|IL15_Extracellular|IL2_Secreted|IL2_Secreted|IL2_Secreted),isDescribedBy,
EIF2AK2_TH17 Cytoplasm,1,EIF2AK2_rna_TH17 Nucleus,isDescribedBy,
TRIM25_TH17 Cytoplasm,1,TRIM25_rna_TH17 Nucleus,isDescribedBy,
SMAD2/SMAD3_complex_TH17 Cytoplasm,1,TGF/TGFBR1_complex_TH17 Cytoplasm,isDescribedBy,
SOS2_TH17 Cytoplasm,1,GRB2_TH17 Cytoplasm,isDescribedBy,
IFITM1_TH17 Cytoplasm,1,IFITM1_rna_TH17 Nucleus,isDescribedBy,
MX2_TH17 Cytoplasm,1,MX2_rna_TH17 Nucleus,isDescribedBy,
TNF/TNFR2_complex_TH17 Cytoplasm,1,TNF_Extracellular&TNFRSF1B_TH17 Cytoplasm_2,isDescribedBy,
TNFRSF1B_TH17 Cytoplasm,1,(TNF_Extracellular|TNF_Extracellular),isDescribedBy,
STAT2_TH17 Cytoplasm,1,TYK2_TH17 Cytoplasm,isDescribedBy,
GBP3_TH17 Cytoplasm,1,GBP3_rna_TH17 Nucleus,isDescribedBy,
IFI35_TH17 Cytoplasm,1,IFI35_rna_TH17 Nucleus,isDescribedBy,
GBP2_TH17 Cytoplasm,1,GBP2_rna_TH17 Nucleus,isDescribedBy,
OASL_TH17 Cytoplasm,1,OASL_rna_TH17 Nucleus,isDescribedBy,
HLA-DRA_TH17 Cytoplasm,1,HLA-DRA_rna_TH17 Nucleus,isDescribedBy,
CXCL16/CXCR6_complex_TH17 Cytoplasm,1,CXCL16&CXCR6_TH17 Cytoplasm,isDescribedBy,
GBP5_TH17 Cytoplasm,1,GBP5_rna_TH17 Nucleus,isDescribedBy,
JAK3_TH17 Cytoplasm,1,(IL7/IL7R_complex_TH17 Cytoplasm|IL2/IL2R_complex_TH17 Cytoplasm|IL21/IL21R_complex_TH17 Cytoplasm|IL15R_complex_TH17 Cytoplasm)&!PTK2B_TH17 Cytoplasm&!SOCS2_TH17 Cytoplasm&!SOCS1_TH17 Cytoplasm&!SOCS3_TH17 Cytoplasm,isDescribedBy,
NCAM1_TH17 Cytoplasm,1,NCAM1_rna_TH17 Nucleus,isDescribedBy,
TGF/TGFBR1_complex_TH17 Cytoplasm,1,TGFB1&TGFBR1_TH17 Cytoplasm_1,isDescribedBy,
TGFBR1_TH17 Cytoplasm,1,(TGFB1|TGFB1|TGFB1),isDescribedBy,
IRF5_TH17 Cytoplasm,1,IRF5_rna_TH17 Nucleus,isDescribedBy,
RRAS_TH17 Cytoplasm,1,SOS2_TH17 Cytoplasm,isDescribedBy,
PML_TH17 Cytoplasm,1,PML_rna_TH17 Nucleus,isDescribedBy,
